QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-- يؤكد ض ـ ـ ـ ة توفير المستوى المناسب من الخبرة العسكرية لقرارات مجلس الأمن ؛-

- الحرف الأول [ ض ] - الحرف الأخير [ ة ] - [ ض ـ ـ ـ ة ] - عدد الحروف 5 -",ضرورة,كضرورة,وضرورة
"-وإذا كان عدد الطلبات كبيرا للغاية ت ـ ـ ـ  اللجنة التحضيرية إلى المنظمات غير الحكومية أن تشكل من نفسها مجموعات على أن يكون لكل مجموعة متحدث واحد باسمها .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تطلب,ستطلب,وتطلب
"-وتتقيد ليختنشتاين في إصدار جوازات ا ـ ـ ـ ر ووثائق الهوية بجميع الشروط المتعلقة بتوفير الحماية ضد التزييف ، وضمان صحة البيانات وإمكانية التحقق الدولي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ر ] - عدد الحروف 5 -",السفر,والسفر,سفر
"-59 - وعلى نحو ما جاء في دراسات الحالة ، فإن هيئات المحاسبة المهنية تساهم في فعالية تطبيق المعايير الدولية للإبلاغ ا ـ ـ ـ ـ ي ومعايير المحاسبة الدولية عن طريق وضع شروط يتحمل الأعضاء فيها مسؤولية توخي العناية الكافية في تطبيق تلك المعايير .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",المالي,والمالي,لمالي
"-كما د ـ ـ  اللجنة أيضا أن تأخذ في اعتبارها مرفقات اتفاقية بازل التي تحدد النفايات الخطرة التي تخضع لتدابير الرقابة المنصوص عليها في الاتفاقية .-

- الحرف الأول [ د ] - [ د ـ ـ  ] - عدد الحروف 3 -",دعت,ودعت,تدعو
"-32 - وأثناء الفترة المشمولة ب ـ ـ ـ ـ ـ ـ ر ، تمكنت الأمم المتحدة من الحفاظ على إمكانية إيصال المساعدة الإنسانية وتنفيذ أنشطة الحماية والمساعدة الإنسانية على النحو المقرر .-

- الحرف الأول [ ب ] - الحرف الأخير [ ر ] - [ ب ـ ـ ـ ـ ـ ـ ر ] - عدد الحروف 8 -",بالتقرير,التقرير,والتقرير
"-٧٠ - تقوم شعبة النهوض بالمرأة حاليا بصياغة نهج يراعي نوع ا ـ ـ ـ س فيما يتعلق بوباء فيروس نقص المناعة البشرية / الايدز .-

- الحرف الأول [ ا ] - الحرف الأخير [ س ] - [ ا ـ ـ ـ س ] - عدد الحروف 5 -",الجنس,فالجنس,الجنسى
"-عناصر تشكيل هيكل تنمية دولي جديد لفائدة أقل البلدان نموا : دور آليات الدعم ا ـ ـ ـ ـ ي ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",الدولي,كمالدولي,الدوليب
"-٥ - تحث مؤسسات جهاز الأمم المتحدة الإنمائي ، ولا سيما برنامج الأمم المتحدة الإنمائي ، على زيادة جهودها لدعم أ ـ ـ ـ ة التعاون التقني فيما بين البلدان النامية ، وعلى تحسين آليات التمويل القائمة ، بما فيها الموارد الإقليمية والأقاليمية والعالمية ؛-

- الحرف الأول [ أ ] - الحرف الأخير [ ة ] - [ أ ـ ـ ـ ة ] - عدد الحروف 5 -",أنشطة,كأنشطة,وأنشطة
"-( ب ) جعل السياحة قطاعا يحظى بالأولوية في السياسات الإنمائية الوطنية ، وإتاحة المشاركة الفعالة من جانب سلطات السياحة الوطنية في ع ـ ـ ـ ة اتخاذ القرار ؛-

- الحرف الأول [ ع ] - الحرف الأخير [ ة ] - [ ع ـ ـ ـ ة ] - عدد الحروف 5 -",عملية,هوعملية,وعملية
