QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-( ج ) إتاحة إمكانية مثول الشهود وإحضار الأشخاص الآخرين المطلوب مثولهم أمام المحكمة الخاصة في ظل الشروط نفسها وتبعا للإجراءات ذاتها المعمول بها في المحكمة الجنائية الدولية ليوغوسلافيا ا ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",السابقة,بالسابقة,والسابقة
"-7 - يهيب بالجانبين مواصلة مشاركتهما ، على وجه الاستعجال ومع احترام ولاية ا ـ ـ ـ ة ، في التشاور مع ا ـ ـ ـ ة بشأن تعيين حدود المنطقة العازلة وبشأن مذكرة الأمم المتحدة لعام 1989 ، بهدف التوصل إلى اتفاق مبكر بشأن المسائل التي لم تحسم بعد ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ة ] - عدد الحروف 5 -",القوة,والقوة,فالقوة
"-وزود بعد ذلك جميع الشركاء المحتملين ، وكذلك أوساط النقاط التجارية ، بمجموعة كاملة من ا ـ ـ ـ ـ ـ ـ ـ ت المفصلة المتعلقة بالتكليف بهذه المهمة وشروطها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",المعلومات,المعلوماتى,ولمعلومات
"-- وفي 18 نيسان / أبريل 1995 ، أعلن وزير خارجية المملكة المتحدة أن المملكة المتحدة قد أوقفت إنتاج ا ـ ـ ـ ـ د الانشطارية لأغراض صنع ا ـ ـ ـ ـ د المتفجرة ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",المواد,والمواد,كالمواد
"-ولاحظت بوجه خاص أن الحكم الوارد في قانون الإجراءات ا ـ ـ ـ ـ ـ ـ ة لعام 1998 الذي يبدو أنه يسمح لضحايا الجرائم العنيفة مثل الاغتصاب تحقيق تسويات خارج المحكمة هو أمر يتنافى تنافيا واضحا مع أحكام الصكوك الدولية ، والتي على الدولة بموجبها التزام ملاحقة مرتكبي هذه الجرائم .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الجنائية,والجنائية,الجنائي
"-ويشمل ذلك القدرة على التواصل مع طائفة واسعة من الأشخاص ذوي مهارات ومعارف مختلفة بشأن عمل المحكمة ، والاستجابة لمجموعة متنوعة من ط ـ ـ ـ ت الحصول على المعلومات .-

- الحرف الأول [ ط ] - الحرف الأخير [ ت ] - [ ط ـ ـ ـ ت ] - عدد الحروف 5 -",طلبات,كطلبات,وطلبات
"-49 - وفي الختام ، قدم ممثل أمانة الأونكتاد تقريرا عن الجهود التي بذلت بالفعل من أجل وضع برنامج م ـ ـ ـ ك بين الأونكتاد وبرنامج الأمم المتحدة الإنمائي في نيروبي لتنفيذ التوصيات المنبثقة عن استعراض النظراء على مدى فترة سنتين .-

- الحرف الأول [ م ] - الحرف الأخير [ ك ] - [ م ـ ـ ـ ك ] - عدد الحروف 5 -",مشترك,ومشترك,المشترك
"-200 - توصي اللجنة بأن تقوم الدولة الطرف بوضع وتنفيذ تدابير تهدف الى ضمان احترام حقوق الأطفال المعوقين ، بما في ذلك تحسين سبل حصولهم على ا ـ ـ ـ ـ ـ ت الصحية والتعليمية وعلى التدريب المهني .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",الخدمات,فالخدمات,كالخدمات
"-19 - وقال إن وفده يؤيد التزام الاتحاد الأوروبي بتنفيذ القرار بشأن الشرق ا ـ ـ ـ ـ ط والذي اعتمد في مؤتمر الاستعراض والتمديد عام 1995 ، والتزام جميع أعضاء شراكة أوروبا والبحر المتوسط للسعي من أجل منطقة في الشرق ا ـ ـ ـ ـ ط خالية من أسلحة الدمار الشامل ، بما في ذلك الأسلحة النووية والكيميائية والبيولوجية وأنظمة إطلاقها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ط ] - [ ا ـ ـ ـ ـ ط ] - عدد الحروف 6 -",الأوسط,الشرق,الأوسطي
"-191 - وشدد على ضرورة التضامن والتعاون الدوليين لإعمال الحق في التنمية ، مع إشارة خاصة إلى إنجاز الالتزامات والأهداف المتفق عليها د ـ ـ ـ ا بشأن التنمية ، وتشمل ، من جملة أمور ، الالتزامات والأهداف المتصلة بالغذاء ، والصحة ، والتعليم الأساسي ، والقضاء على الفقر .-

- الحرف الأول [ د ] - الحرف الأخير [ ا ] - [ د ـ ـ ـ ا ] - عدد الحروف 5 -",دوليا,ودوليا,دوليآ
