QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وأية ازدواجية للمعايير في العقاب هي معادية لسيادة القانون وربما تقع ضمن إ ـ ـ ـ  حظر التمييز الذي ينص عليه قانون حقوق الإنسان .-

- الحرف الأول [ إ ] - [ إ ـ ـ ـ  ] - عدد الحروف 4 -",إطار,اطار,الإطار
"-واتفق الفريق أيضا على تسخير الاجتماع المقبل لاستعراض خطة عمله لعامي 2011 و 2012 ؛ واستعراض الآثار المحتملة للحصيلة الأولية للتقييم الخمسي الذي صدر بشأنه تكليف من الجمعية العامة على عمل الفريق على مدى السنوات الخمس المقبلة ؛ واختيار رئيس و ـ ـ ـ ب رئيس جديدين .-

- الحرف الأول [ و ] - الحرف الأخير [ ب ] - [ و ـ ـ ـ ب ] - عدد الحروف 5 -",ونائب,ونائبا,ونائبة
"-وفي تلك المناسبة ، دعا جميع الوفود إلى تقديم تعليقاتها على م ـ ـ ـ ع التقرير وإلى مواصلة العمل بصورة بناءة نحو تحقيق توافق في الآراء بشأن النص خلال الأسبوع الحالي كيما تتمكن اللجنة من إحالة نتائج مداولاتها إلى المؤتمر يوم الجمعة ، 21 أيار / مايو .-

- الحرف الأول [ م ] - الحرف الأخير [ ع ] - [ م ـ ـ ـ ع ] - عدد الحروف 5 -",مشروع,فمشروع,المشروع
"-33 - خلال الفترة قيد الاستعراض ، قدم مكتب المفوضة السامية لحقوق الإنسان 142 منحة لطلاب متخرجين من الجامعات لتمكينهم من الإلمام مباشرة بتدابير الأمم المتحدة و ـ ـ ـ ـ ـ ـ ـ ـ ا في ميدان حقوق الإنسان .-

- الحرف الأول [ و ] - الحرف الأخير [ ا ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 10 -",وإجراءاتها,إجراءاتها,وإجراءاته
"-وتعتبر إكوادور ، وهي العضو الثالث في مجموعة البلدان صاحبة أعلى تضخم في عام ١٩٩٢ بعد البرازيل ، حالة خاصة ، نظرا لأن تدابير الموازنة المالية وموازنة الصرف الأجنبي التي اتخذتها الحكومة ا ـ ـ ـ ـ ـ ة قد تسببت في جيشان صعودي للأسعار في النصف الثاني من السنة ؛ وزادت لذلك أسعار السلع الاستهلاكية بما يقرب من ٦٥ في المائة في عام ١٩٩٢ ، بعد أن ظلت ثابتة عند ٥٠ في المائة لمدة ثلاث سنوات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الجديدة,لجديدة,للجديدة
"-) ج ( تقديم المشورة للدول بشأن إ ـ ـ ـ د وتكييف واستحداث وانقاذ التشريعات الوطنية المنفذة للقواعد والمعايير المتعلقة بمصادر التلوث البرية ؛-

- الحرف الأول [ إ ] - الحرف الأخير [ د ] - [ إ ـ ـ ـ د ] - عدد الحروف 5 -",إعداد,كإعداد,وإعداد
"-وإذا كانت مسؤولية الاصلاحات الضرورية تقع على عاتق حكومات وشعوب هذه البلدان ، فإن من الواضح ، بالنظر الى تعقدها ، أن المجتمع الدولي ي ـ ـ  أن يسهم الى حد بعيد في نجاح هذه الاصلاحات الاقتصادية وإعادة تشكيل هذه البلدان .-

- الحرف الأول [ ي ] - [ ي ـ ـ  ] - عدد الحروف 3 -",يجب,ويجب,ينبغي
"-24 - ويكتسي تعزيز مؤسسات الشرطة التيمورية ، بطرق منها صياغة قواعد ومبادئ توجيهية وإجراءات العمل الاعتيادية ، أهمية ق ـ ـ ـ  في تحقيق استدامة هذه المؤسسة وسير أعمالها بفعالية .-

- الحرف الأول [ ق ] - [ ق ـ ـ ـ  ] - عدد الحروف 4 -",قصوى,القصوى,صوى
"-كما تولت نيبال ب ـ ـ ـ ـ ـ ا تدريبيا مكثفا لموظفين مختارين من مختلف الوزارات والمؤسسات في مجال استخدام برنامج الحاسوب "" المأوى "" من أجل تعزيز القدرات الوطنية لاستعراض وصياغة استراتيجيات وطنية وإقليمية للمأوى .-

- الحرف الأول [ ب ] - الحرف الأخير [ ا ] - [ ب ـ ـ ـ ـ ـ ا ] - عدد الحروف 7 -",برنامجا,برنامجان,برنامج
"-وبدءا من عام ١٩٨٩ ، أدرج عنصران إضافيان في القرارات ذات الصلة ، هما الإعراب عن القلق إزاء تزايد وخطورة الصلات بين الجماعات الارهابية وتجار المخدرات وعصاباتهم شبه العسكرية ؛ ودعوة الدول الى الإعراب عن رأيها ب ـ ـ ـ  اقتراح قدم في الدورة الثانية والأربعين للجمعية ) ٢١١ ( يقضي بعقد مؤتمر دولي معني بالإرهاب الدولي .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
