QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وتعمل المحاكم حسب ما نص عليه ا ـ ـ ـ ـ ـ ر والقانون ، ولا توجد في كولومبيا أية منطقة ، بما في ذلك المنطقة المنزوعة السلاح ، لا تشملها السيادة أو لا يعمل فيها النظام القضائي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",الدستور,فالدستور,والدستور
"-مساهمات في تقرير الأمين العام بشأن م ـ ـ ـ ـ ة نتائج المؤتمر الدولي لتمويل التنمية .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",متابعة,كمتابعة,ولمتابعة
"-فريق الخبراء الحكومي الدولي المعني ب ـ ـ ـ ـ ـ ن وسياسات المنافسة ، الدورة الحادية عشرة ( حلقة عمل تعقد في اليوم الرابع )-

- الحرف الأول [ ب ] - الحرف الأخير [ ن ] - [ ب ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",بقوانين,بقوانينه,كقوانين
"-قبل أن نبدأ في البت في التوصيات الواردة في تقارير اللجنة الخامسة ، أود أن أبلغ الممثلين بأننا سنمضي في البت في المقررات بنفس ا ـ ـ ـ ـ ـ ة التي اتبعت في اللجنة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الطريقة,والطريقة,فالطريقة
"-21 - وسيظل كل من البرامج القطاعية على درجة عالية من التأهب لحالات ا ـ ـ ـ ـ ـ ئ ويحتفظ بالإمدادات الأساسية والمعدات المخصصة للطوارئ والتي لا غنى عنها لسد احتياجات السكان المعرضين للتأثر الذين تحل بهم الأزمات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ئ ] - [ ا ـ ـ ـ ـ ـ ئ ] - عدد الحروف 7 -",الطوارئ,لطوارئ,والطوارئ
"-وخصصت الموارد لتقوية وحدات التنسيق الإقليمية لإتفاقية أبيدجان للتعاون في حماية وتنمية البيئة البحرية والساحلية لمنطقة غرب ووسط أفريقيا ، وإتفاقية نيروبي للبيئة البحرية والساحلية لشرق أفريقيا ، وإتفاقية كارتاخينا لمنطقة البحر الكاريبي الأوسع ، وخطة عمل بحار شرق آسيا ، وخطة العمل لشمال غرب ا ـ ـ ـ ـ ط الهادئ .-

- الحرف الأول [ ا ] - الحرف الأخير [ ط ] - [ ا ـ ـ ـ ـ ط ] - عدد الحروف 6 -",المحيط,الهادئ,والمحيط
"-ويتعلق المبدأ الأساسي لهذه الشبكة المعتمدة من قبل مراكز التنسيق الوطنية ، بالحاجة إلى إضفاء الشفافية على إدارة وتوزيع واستخدام المياه في النظم الإيكولوجية المعنية بالجفاف ، وإشراك جميع أصحاب المصلحة والأطراف المؤثرة المعنية في هذه العمليات ، وذلك بتزويدهم بالمعلومات والتثقيف والمعارف التي يحتاجونها للمشاركة في عملية ص ـ ـ  القرار وتنفيذ الإجراءات المتعلقة بإدارة المياه وحفظها .-

- الحرف الأول [ ص ] - [ ص ـ ـ  ] - عدد الحروف 3 -",صنع,وصنع,يصنع
"-18 - وأنشأت الحكومة في عام 1996 لجنة التنسيق المعنية بشؤون المرأة ب ـ ـ ـ  ضمان المساواة في الحقوق بين الرجال والنساء ، وتعمل اللجنة بوصفها آلية مؤسسية وطنية تقوم بدور هيئة التنسيق والمبادرة والاستشارة لدى الحكومة لدعم مصالح المرأة في جميع مجالات حياة المجتمع .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بغية,وبغية,بهدف
"-3 - لابد من ضمان المشاركة الكاملة للمرأة في جميع ع ـ ـ ـ ـ ت اتخاذ القرار العام والخاص في جميع المجالات ؛-

- الحرف الأول [ ع ] - الحرف الأخير [ ت ] - [ ع ـ ـ ـ ـ ت ] - عدد الحروف 6 -",عمليات,فعمليات,كعمليات
"-إيفاد بعثات ، بناء على طلب ا ـ ـ ـ ـ ـ ـ ت ، للتعامل مع قضايا نوعية ذات أهمية بالنسبة لها بما في ذلك إسداء المشورة بشأن صياغة المشاريع الممولة من مرفق البيئة العالمية وغيره من مصادر التمويل ( 6 بعثات ) ، ( مقرر مجلس الإدارة 22 / 21 ) ، ( الشركاء الخارجيون : مؤتمر الوزراء العرب المسؤولين عن شؤون البيئة والسلطات الوطنية المعينة )-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",الحكومات,فالحكومات,والحكومات
