QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-ولا يمكن المبالغة في الحاجة إلى استخدام القوة العاملة المدربة الحالية إلى أ ـ ـ ـ  درجة ممكنة ، متى كان ذلك متاحا ، أي في البلدان المتوسطة الدخل في افريقيا مثلا ، وتطوير الموارد البشرية الماهرة في البلدان الأخرى وبغير ذلك ، فستؤدى عملية التنويع إلى تدهور مركز ميزان المدفوعات في قطاع الخدمات .-

- الحرف الأول [ أ ] - [ أ ـ ـ ـ  ] - عدد الحروف 4 -",أقصى,فأقصى,كأقصى
"-وأفادت منظمة الأغذية والزراعة أنها نفذت أنشطة لتنمية القدرات في مجال التحليل الجنساني في آسيا ، وذلك في إطار حلقة عمل تدريبية إقليمية ضمن برامجها المعنية بحالات ا ـ ـ ـ ـ ـ ئ وإعادة التأهيل ، حضرها منسقون وشركاء محليون من 12 بلدا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ئ ] - [ ا ـ ـ ـ ـ ـ ئ ] - عدد الحروف 7 -",الطوارئ,لطوارئ,والطوارئ
"-2 - الغرض ا ـ ـ ـ ـ ـ ي من هذه الدورة إتاحة الفرصة للدول الأعضاء لمناقشة البندين الفرعيين من منظور مجالات الاختصاص التي يعمل فيها الأونكتاد - أي التجارة والتنمية والقضايا المترابطة في مجالات المالية ، والتكنولوجيا ، والاستثمار والتنمية المستدامة - ونقل الآراء المعرب عنها إلى الجهات المشاركة في العملية التحضيرية لمؤتمر الأمم المتحدة الرابع المعني بأقل البلدان نموا والاجتماع العام الرفيع المستوى للجمعية العامة بشأن الأهداف الإنمائية للألفية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ي ] - عدد الحروف 7 -",الرئيسي,والرئيسي,المقرالرئيسي
"-وفى هذا الإطار ، فإن المنظمات العربية غير الحكومية يمكنها أن تلعب دورا هاما ، كما يمكن أن تقوم الأمانة العامة بدور تنسيقي فاعل في هذا الصدد إذا ما توفرت الأموال ا ـ ـ ـ ـ ـ ة لذلك .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",اللازمة,واللازمة,اللازم
"-ما برحت الصين تتخذ موقفا ثابتا تجاه الحظر الكامل والتدمير الشامل لجميع الأسلحة النووية ، وإبرام صك ق ـ ـ ـ ـ ي دولي لهذا الغرض .-

- الحرف الأول [ ق ] - الحرف الأخير [ ي ] - [ ق ـ ـ ـ ـ ي ] - عدد الحروف 6 -",قانوني,وقانوني,القانوني
"-( أ ) توسع نطاق معالجة المياه المستعملة وإعادة استخدامها وتحسين ذلك ، مع التركيز على نشر المعلومات والمبادئ التوجيهية عن نوعية المياه السطحية والجوفية وإعادة الاستخدام الآمن للمياه المستعملة المعالجة ، تمشيا مع المقرر الذي اتخذته ل ـ ـ ـ  التنمية المستدامة في دورتها الثالثة عشرة ؛-

- الحرف الأول [ ل ] - [ ل ـ ـ ـ  ] - عدد الحروف 4 -",لجنة,ولجنة,بلجنة
"-وحتى عهد قريب كانت أزمة الشرق الأوسط والحالة في جنوب افريقيا تمثلان خطرا داهما على السلم والأمن الدوليين ، واليوم يمكن القول بقدر كبير من اليقين أن العملية السلمية لا رجعة فيها في ك ـ ـ ـ  الحالتين .-

- الحرف الأول [ ك ] - [ ك ـ ـ ـ  ] - عدد الحروف 4 -",كلتا,فكلتا,لكلتا
"-81 - وفيما يتعلق بالفتوى القانونية التي أصدرها المستشار القانوني بناء على طلب اللجنة ( CLCS / 46 ) ، أعرب أحد الممثلين عن بعض مشاعر القلق ، حيث إن الفتاوى القانونية السابقة التي طلبتها اللجنة كانت متصلة بمسألة امتيازات و ـ ـ ـ ـ ـ ت أعضاء اللجنة ومسألة السرية ، بينما الفتوى الواردة في الوثيقة ( CLCS / 46 ) تتصل بالتزامات وحقوق الدول الأطراف .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",وحصانات,والحصانات,الحصانات
"-فلا يزال عدم التقيد بالإجراءات التي اتخذتها قوة الأمم المتحدة فيما يتعلق بالأنشطة المدنية في المنطقة العازلة والاختلاف في تخطيط حدود تلك المنطقة يطرحان مشاكل في تنفيذ و ـ ـ ـ ة البعثة .-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ة ] - عدد الحروف 5 -",ولاية,فولاية,ولايةأم
"-) ج ( يجب إيلاء اهتمام خاص لمشاكل النساء اللائي يعشن في فقر مدقع والمرأة الريفية على النحو الذي انتهى اليه م ـ ـ ـ ر القمة المعني بالنهوض الاقتصادي بالمرأة الريفية ، الذي عقد في جنيف يومي ٢٥ و ٢٦ شباط / فبراير ١٩٩٢ ؛-

- الحرف الأول [ م ] - الحرف الأخير [ ر ] - [ م ـ ـ ـ ر ] - عدد الحروف 5 -",مؤتمر,لامؤتمر,ومؤتمر
"-وسأغدو ممتنا لو تكرمتم ب ـ ـ ـ ـ م هذه الرسالة ومرفقها على وجه السرعة بوصفها وثيقة من وثائق مجلس الأمن .-

- الحرف الأول [ ب ] - الحرف الأخير [ م ] - [ ب ـ ـ ـ ـ م ] - عدد الحروف 6 -",بتعميم,بتعميمه,بتعميمها
"-58 - وتواصل البوسنة والهرسك اتخاذ تدابير ضد كل من يقدم ا ـ ـ ـ م للفارين .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ م ] - عدد الحروف 5 -",الدعم,والدعم,فالدعم
"-وأشارت سلطات جمهورية ايران الاسلامية إلى أن مدى الدعم الذي ستقدمه الحكومة ا ـ ـ ـ ـ ـ ة من أجل التنشيط الكامل للمركز في طهران سيوضع في شكله النهائي عندما يتولى موظف / موظفة الإعلام واجباته / واجباتها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المضيفة,والمضيفة,المضيف
"-30 - يقترح الأمين العام زيادة عامة صافية قدرها 15 من الوظائف الثابتة والمؤقتة في بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية ، بما يشمل انخفاضا صافيا قدره 110 و ـ ـ ـ ف دولية ثابتة تقابله زيادات صافية قدرها 46 وظيفة وطنية ثابتة و 72 وظيفة مؤقتة و 7 و ـ ـ ـ ف مؤقتة لمتطوعي الأمم المتحدة .-

- الحرف الأول [ و ] - الحرف الأخير [ ف ] - [ و ـ ـ ـ ف ] - عدد الحروف 5 -",وظائف,ظائف,لوظائف
"-19 - وتعرب ا ـ ـ ـ ـ ة عن قلقها البالغ لأن الدولة الطرف تبيح ساعات عمل مفرطة في كلا القطاعين العام والخاص .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-( ك ) كفالة تمتع الشباب بأعلى مستوى يمكن بلوغه من الصحة البدنية والعقلية عن طريق إتاحة نظم الرعاية الصحية المستدامة والخدمات الاجتماعية لهم دون تمييز وإيلاء اهتمام خاص للتغذية ، بما في ذلك عدم انتظام تناول الوجبات الغذائية والبدانة ، ولآثار الأمراض غير المعدية والمعدية والصحة الجنسية والإنجابية وللتدابير الرامية إلى الوقاية من الأمراض التي تنتقل عن طريق الاتصال الجنسي ، بما فيها فيروس نقص ا ـ ـ ـ ـ ـ ة البشرية والإيدز ، والتوعية بها ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المناعة,والمناعة,بالمناعة
"-1 - ت ـ ـ  المادة 15 من النظام الداخلي للجان الفنية للمجلس الاقتصادي والاجتماعي على أنه "" في بداية أول جلسة من أية دورة عادية للجنة ، تنتخب اللجنة من بين ممثلي أعضائها رئيسا ونائبا للرئيس أو أكثر ومن قد يلزم من الأعضاء الآخرين "" .-

- الحرف الأول [ ت ] - [ ت ـ ـ  ] - عدد الحروف 3 -",تنص,وتنص,ينص
"-67 - تشجع فرقة العمل التابعة للجنة الدائمة المشتركة بين الوكالات على تعزيز دورها الريادي في تنفيذ استراتيجية الأمم المتحدة الشاملة لمساعدة ودعم ضحايا جرائم الاستغلال والانتهاك ا ـ ـ ـ ـ ـ ـ ن من جانب موظفي الأمم المتحدة والأفراد المرتبطين بها ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",الجنسيين,جنسيين,الجنسي
"-وفي ذلك الاتفاق ، اتفق الطرفان على الترتيبات الأساسية لتجميع مقاتلي جيش ا ـ ـ ـ ـ ـ ر الشعبي الماوي وتخزين أسلحة وذخائر الجانبين .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",التحرير,التحريرى,فالتحرير
"-4 - يطلب كذلك أن يحلل ا ـ ـ ـ ـ ـ ر التكميلي المزايا والاعتبارات وثيقة الصلة والمساوئ المحتملة لكل مجال من المجالات المحددة للتنسيق والتعاون ، وأن يبين النتائج التي تسفر عنها عملية التشاور والموجزة في الفقرة 2 من هذا المقرر ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",التقرير,والتقرير,التقريري
