QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-"" المادة 11 - يجب توسيع نطاق التحقيقات الأولية في الجرائم التي يشير إليها هذا القانون بحيث تشمل أيضا جمع م ـ ـ ـ ـ ـ ت عن هيكليات المنظمات والطرائق التي تعتمدها في تنفيذ عملياتها ومجالات عملها .-

- الحرف الأول [ م ] - الحرف الأخير [ ت ] - [ م ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",معلومات,معلوماتى,كمعلومات
"-أما منظمة الأمم المتحدة للتربية والعلم والثقافة ) اليونسكو ( فقد نظمت اجتماعا ب ـ ـ ـ  دور المرأة في القطاع غير الرسمي لأن هذا القطاع يسهم في تنمية اقتصادات مترابطة في العالم .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
"-23 - وتنادي بلدان ك ـ ـ ـ ة بأن تواصل الوكالة تحديث نظام الرقابة ، نظرا إلى أن معاهدة عدم الانتشار قد تعرضت مؤخرا إلى أزمة مؤسفة تتمثل في عدم الامتثال .-

- الحرف الأول [ ك ] - الحرف الأخير [ ة ] - [ ك ـ ـ ـ ة ] - عدد الحروف 5 -",كثيرة,عديدة,وكثيرة
"-2 - و ـ ـ ـ م التقرير عرضا مفصلا للتطورات التي أفضت إلى بيان عدن .-

- الحرف الأول [ و ] - الحرف الأخير [ م ] - [ و ـ ـ ـ م ] - عدد الحروف 5 -",ويقدم,ويقدمها,ويقدمه
"-وهو ينص في المادة 3 ( 1 ) ( أ ) على أن كل من يقوم بفعل ، داخل بربادوس أو خارجها ، يشكل جريمة بموجب أي من المعاهدات الواردة في الجدول الثاني الملحق بالقانون أو المعرفة في أي من تلك المعاهدات ، يعد مرتكبا لجريمة الإرهاب ويخضع في حالة توجيه الاتهام له وإدانته لأقصى العقوبة على جرائم القتل ا ـ ـ ـ د والقتل الخطأ .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ د ] - عدد الحروف 5 -",العمد,العمدى,العمدي
"-هل لدى بلدكم التشريعات والأنظمة والتدابير والهيئات اللازمة لمراقبة حدوده ومراقبة تصدير الأسلحة البيولوجية والمواد المتصلة بها واستيرادها وتحويلها بأي ط ـ ـ ـ ة أخرى ؟ وهل يتعرض المنتهكون للعقاب ؟-

- الحرف الأول [ ط ] - الحرف الأخير [ ة ] - [ ط ـ ـ ـ ة ] - عدد الحروف 5 -",طريقة,وكطريقة,الطريقة
"-&apos; 2` قضايا تتصل بأسفار أعضاء فريق ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ا والتقييم الاقتصادي من الأطراف غير العاملة بالمادة 5 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ا ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 11 -",التكنولوجيا,فالتكنولوجيا,كتكنولوجيا
"-1 - يلاحظ مع التقدير العمل الذي قامت به اللجنة التنفيذية ل ـ ـ ـ ـ ـ ق متعدد الأطراف لتنفيذ بروتوكول مونتريال بمساعدة من الصندوق متعدد الأطراف في عام 2005 ؛-

- الحرف الأول [ ل ] - الحرف الأخير [ ق ] - [ ل ـ ـ ـ ـ ـ ق ] - عدد الحروف 7 -",للصندوق,لصندوق,والصندوق
"-22 - ومع إكمال اللجنة ولايتها ، فإنها تؤكد من جديد بأنها واثقة من أن الطرفين سيكفلان أن يستخدم التعويض الذي قد يتلقيانه تلبية لمطالباتهما من أجل توفير الغوث ل ـ ـ ـ ـ ن المدنيين المصابين في الحرب .-

- الحرف الأول [ ل ] - الحرف الأخير [ ن ] - [ ل ـ ـ ـ ـ ن ] - عدد الحروف 6 -",للسكان,وللسكان,لسكان
"-ومن الأمثلة على التدابير الرامية إلى حماية صحة النساء والأطفال تلك الرامية إلى تدنية التعرض للمواد الكيميائية قبل الحمل وطوال ف ـ ـ ـ  الحمل ، وخلال سني العمر الأولي والطفولة والمراهقة .-

- الحرف الأول [ ف ] - [ ف ـ ـ ـ  ] - عدد الحروف 4 -",فترة,وفترة,ففترة
"-وكما تتم مناقشته بعد ذلك فإن بالإمكان تصميم سياسات وبرامج ذات تأثيرات إيجابية في جميع ا ـ ـ ـ ـ ـ ـ ت الثلاثة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",المجالات,والمجالات,مجالات
"-٤ - والحكمة من الاعتراف بضرورة وجود المنظمات الاقليمية قد أثبتتها التجربة منذ انشاء الأمم المتحدة ، وذلك عندما عرقل استخدام حق النقض ) الفيتو ( في مجلس الأمن اتخاذ اجراء من جانب المنظمة العالمية في مناسبات ع ـ ـ ـ ة .-

- الحرف الأول [ ع ] - الحرف الأخير [ ة ] - [ ع ـ ـ ـ ة ] - عدد الحروف 5 -",عديدة,عدة,كثيرة
