QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-ومن بين هذه الاتفاقيات اتفاقية روتردام المتعلقة بتطبيق إجراء الموافقة المسبقة عن علم على مواد كيميائية ومبيدات آفات معينة خطرة متداولة في التجارة الدولية ، واتفاقية بازل بشأن التحكم في نقل النفايات الخطرة والتخلص منها عبر الحدود ، وبروتوكول الاتفاقية المتعلقة بمنع التلوث ا ـ ـ ـ ـ ي بإلقاء النفايات والمواد الأخرى لعام 1996 ، والاتفاقات الإقليمية ذات الصلة بالمواد الكيميائية والنفايات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",البحري,والبحري,البحرى
"-31 - وقد أدت هذه التغيرات إلى التراجع التدريجي لعلاقة العمل "" المعيارية "" لصالح أشكال من العمل أقل استقرارا ، تتسم بتوفير أجور أدنى وظروف عمل أسوأ وحماية اجتماعية أقل مما يوفره العمل "" المعياري "" ، مثل العمل في المنزل ، والعمل لبعض الوقت أو بشكل م ـ ـ ـ  ، والعمل عند الطلب أو العمل الحر .-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مؤقت,ومؤقت,مؤقتة
"-) أ ( وضع النهج الإقليمية للتنمية المستدامة / ا ـ ـ ـ ـ ـ ل البيئية ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ـ ل ] - عدد الحروف 7 -",المشاكل,المشاكلة,والمشاكل
"-المادة ٥١ عند افتتاح الجلسة الأولى للمؤتمر يتولى الأمين العام للأمم المتحدة أو ، في حالة غيابه ، الأمين العام للمؤتمر ، رئاسة ا ـ ـ ـ ـ ـ ر الى أن ينتخب ا ـ ـ ـ ـ ـ ر رئيسا له .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",المؤتمر,والمؤتمر,المؤتمري
"-10 - وفي الوقت نفسه ، وفي محاولة لتخفيف التوترات في شمال العراق ، اتفقت حكومة العراق وحكومة إ ـ ـ ـ م كردستان على إقامة هياكل أمنية مشتركة في محافظات كركوك ونينوى وديالى .-

- الحرف الأول [ إ ] - الحرف الأخير [ م ] - [ إ ـ ـ ـ م ] - عدد الحروف 5 -",إقليم,فإقليم,كإقليم
"-أما القضايا التي لم يبت فيها ، والتي تحتفظ اللجنة الاستشارية بتعليقاتها عليها ، فترد مناقشتها بدرجات متباينة من التحديد في تقرير الأمين العام ؛ ونظرا لعدم توافر المعلومات المالية وملاكات الموظفين بالتفصيل ، لم تتمكن اللجنة الاستشارية من الاقتناع بأنه تم توفير التدابير المالية والإدارية الكافية والمجدية من حيث التكاليف بما يكفل تيسير الإدماج بين م ـ ـ ـ  خدمات المشاريع وإدارة خدمات الدعم والإدارة من أجل التنمية .-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مكتب,كمكتب,المكتب
"-وترى اللجنة ، على وجه ا ـ ـ ـ ـ ص ، أنه يتعين على جميع من يضطلعون بمهام في الحياة العامة والسياسية ألا يشجعوا ، بأي شكل من الأشكال ، مشاعر العنصرية وكراهية الأجانب .-

- الحرف الأول [ ا ] - الحرف الأخير [ ص ] - [ ا ـ ـ ـ ـ ص ] - عدد الحروف 6 -",الخصوص,وجه,والخصوص
"-فهي تلعب دورا هاما في كفالة كفاءة الأسواق ا ـ ـ ـ ـ ـ ة ، وتعزز رفاه المستهلك ، وتربط الاقتصاد المحلي ببقية العالم .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المحلية,المحليةفي,والمحلية
"-المشاريع ذات الصلة بالأمن التي اقترحت للمقر أصلا في الخطة الرئيسية ل ـ ـ ـ ـ ل الرأسمالية الثابتة ( أ ) والمقترح حاليا تنفيذها على الفور-

- الحرف الأول [ ل ] - الحرف الأخير [ ل ] - [ ل ـ ـ ـ ـ ل ] - عدد الحروف 6 -",للأصول,لأصول,بالأصول
"-وترد في الفقرة 778 الواردة في نهاية التقرير إشارة سريعة إلى الأقليات ا ـ ـ ـ ـ ـ ة ، لكنه سيكون ممتنا للحصول على معلومات أكثر تحديدا عن ما يجري القيام به لهذه الأقليات ، وعن ما إذا كان أفراد هذه الأقليات مواطنين من عدمه .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الدينية,والدينية,الديني
"-93 - وتوجد لدى ما مجموعه 80 دولة بعض التشريعات لمراقبة ا ـ ـ ـ ـ ـ ـ ت فيما يتعلق بالأصناف ذات الصلة بأسلحة الدمار الشامل ، ولدى 69 دولة عقوبات مرتبطة بهذه التشريعات وتناولت معظم الدول في تقاريرها مسألة إنفاذ تشريعات مراقبة ا ـ ـ ـ ـ ـ ـ ت عموما دون إيراد تفاصيل عن أصناف محددة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",الصادرات,لصادرات,والصادرات
"-وسأكون ممتنا لكم لو تفضلتم بتعميم هذه الرسالة ومرفقها بوصفهما وثيقة من و ـ ـ ـ ق مجلس الأمن .-

- الحرف الأول [ و ] - الحرف الأخير [ ق ] - [ و ـ ـ ـ ق ] - عدد الحروف 5 -",وثائق,كوثائق,ووثائق
