QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-في جلسة مجلس الأمن 5499 المعقودة في 30 تموز / يوليه 2006 ، فيما يتعلق بنظر المجلس في البند المعنون "" الحالة في الشرق الأوسط "" ، أدلى رئيس مجلس الأمن ب ـ ـ ـ ـ ـ ن التالي باسم المجلس :-

- الحرف الأول [ ب ] - الحرف الأخير [ ن ] - [ ب ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",بالبيان,البيان,بالبينة
"-٧١٢ - وإزاء ما تقدم يتقدم مدير ا ـ ـ ـ ـ ـ ـ ج بمقترحاته بشأن ميزانية الفترة ١٩٩٤ / ١٩٩٥ المتعلقة بالوجود الميداني المؤقت لبرنامج الأمم المتحدة الانمائي في المنطقة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ج ] - [ ا ـ ـ ـ ـ ـ ـ ج ] - عدد الحروف 8 -",البرنامج,فالبرنامج,البرنامجي
"-ونشيد باعتماد مدونة قواعد السلوك المتعلقة بسلامة وأمن المصادر المشعة ، كما نشيد بوضع إ ـ ـ ـ ـ ـ ت بشأن استيراد وتصدير المصادر المشعة .-

- الحرف الأول [ إ ] - الحرف الأخير [ ت ] - [ إ ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",إرشادات,وإرشادات,بإرشادات
"-وتعرض التوصيات ال22 الواردة في التقييم مصنفة في مجموعات مواضيعية لتيسير الرجوع إليها ، وعند الاقتضاء ، تستكمل بأحكام محددة من الاستنتاجات المتفق عليها في الدورة الخامسة والأربعين ل ـ ـ ـ ـ ة العاملة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ة ] - عدد الحروف 6 -",للفرقة,لفرقة,الفرقة
"-"" ويؤكد المجلس من جديد دعمه التام للممثل الخاص للأمين العام لكوت ديفوار ولعملية الأمم المتحدة في كوت ديفوار ، ويشير إلى أن الممثل الخاص للأمين العام سيصدق على أن جميع مراحل العملية الانتخابية توفر كل الضمانات اللازمة لإجراء انتخابات رئاسية وتشريعية حرة ونزيهة ومفتوحة وشفافة وفقا ل ـ ـ ـ ـ ـ ـ ر الدولية ، بما يتسق مع الفقرة 20 من القرار 1865 ( 2009 ) .-

- الحرف الأول [ ل ] - الحرف الأخير [ ر ] - [ ل ـ ـ ـ ـ ـ ـ ر ] - عدد الحروف 8 -",للمعايير,لمعايير,فمعايير
"-وقد بدأ ممثلي الخاص في كوت ديفوار ، بيير شوري ، على الفور بالعمل مع الحكومة الجديدة ، وقد سلم إليها خريطة الطريق للسلام التي وضعها الفريق العامل ا ـ ـ ـ ـ ي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",الدولي,كمالدولي,الدوليب
"-59 - وتمشيا مع خطة بالي الاستراتيجية ، ومن خلال التعاون مع ا ـ ـ ـ ـ ـ ق الإنمائي للمرأة ، زاد المكتب الإقليمي لأمريكا اللاتينية والبحر الكاريبي قدرات المرأة الريفية في أمريكا الوسطى لتجميع مياه الأمطار .-

- الحرف الأول [ ا ] - الحرف الأخير [ ق ] - [ ا ـ ـ ـ ـ ـ ق ] - عدد الحروف 7 -",الصندوق,بالصندوق,والصندوق
"-120 - وعلى الرغم من أن جمهورية كوريا الشعبية الديمقراطية تواصل رفضها شفويا للتدابير التي ف ـ ـ ـ ا مجلس الأمن ، فإن المشاركين الآخرين يعبرون حاليا عن تفاؤل مشوب بالحذر بأن هذه المحادثات قد تستأنف قريبا .-

- الحرف الأول [ ف ] - الحرف الأخير [ ا ] - [ ف ـ ـ ـ ا ] - عدد الحروف 5 -",فرضها,وفرضها,لفرضها
"-602 - ولفت السيد أنتانوفيتش الانتباه إلى ضرورة إ ـ ـ ـ ء آلية تمكن من نشر المعلومات الثقافية من الشمال إلى الجنوب .-

- الحرف الأول [ إ ] - الحرف الأخير [ ء ] - [ إ ـ ـ ـ ء ] - عدد الحروف 5 -",إنشاء,فإنشاء,انشاء
"-وقد دعم بعض أعضاء المجتمع الدولي ذوي النفوذ الاتجاهات الانفصالية مما أدى الى الاعتراف السابق لأوانه بالجمهوريات الانفصالية قبل التوصل الى تسوية سياسية ش ـ ـ ـ ة .-

- الحرف الأول [ ش ] - الحرف الأخير [ ة ] - [ ش ـ ـ ـ ة ] - عدد الحروف 5 -",شاملة,وشاملة,شامل
"-ونحن نؤكد في هذا الصدد على الحاجة إلى وجود بيئة تمكينية للادخار والاستثمار ، وهو ما يشمل وجود م ـ ـ ـ ـ ت مالية وقانونية وإدارية قوية يعول عليها ، وسياسات سليمة على مستوى الاقتصاد الكلي ، وإدارة شفافة وفعالة للموارد العامة بغية المساعدة في تعبئة الموارد المالية المحلية والأجنبية على حد سواء .-

- الحرف الأول [ م ] - الحرف الأخير [ ت ] - [ م ـ ـ ـ ـ ت ] - عدد الحروف 6 -",مؤسسات,الؤسسات,كمؤسسات
