QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وأعتقد أن هناك ملاحظة إيجابية ، من وجهة نظر شخصية ، فيما يتعلق بالنتيجة المتواضعة التي تم ا ـ ـ ـ ـ ـ ـ ا للتو .-

- الحرف الأول [ ا ] - الحرف الأخير [ ا ] - [ ا ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 8 -",اعتمادها,واعتمادها,أعتمادها
"-ولا يوجد دليل على أن إساءة الاستخدام المتعمدة كانت أساس الإجراء ا ـ ـ ـ ـ ـ ـ ي النهائي ، ومن ثم فإن المعيار الوارد في الفقرة ( د ) من المرفق الثاني قد استوفي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",التنظيمي,والتنظيمي,تنظيمي
"-90 - تلاحظ ا ـ ـ ـ ـ ة بقلق أن الدولة الطرف تواجه صعوبات في تنفيذ الاتفاقية ، وخاصة بسبب استمرار وجود فوارق اجتماعية وإقليمية في البلد وبسبب الأضرار التي أحدثها الزلزالان المدمران اللذان وقعا في 17 آب / أغسطس و12 تشرين الثاني / نوفمبر 1999 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-29 - وفي ضوء م ـ ـ ـ ـ ت مؤتمر الأطراف والدور المتكامل بين الآلية العالمية ومرفق البيئة العالمية في تعبئة الموارد بغرض التمويل المشترك ، يسرت الآلية دمج مبادرات المرفق في العمليات الوطنية ودون الإقليمية .-

- الحرف الأول [ م ] - الحرف الأخير [ ت ] - [ م ـ ـ ـ ـ ت ] - عدد الحروف 6 -",مقررات,كمقررات,ومقررات
"-121 - من المهم أن يمارس المجلس الاقتصادي والاجتماعي دوره التنسيقي إزاء الوكالات المتخصصة التابعة لمنظومة الأمم المتحدة ، مع مراعاة ا ـ ـ ـ ـ ـ م التشريعية القائمة ، بما في ذلك ميثاق الأمم المتحدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",الأحكام,فالأحكام,والأحكام
"-وببساطة ، فإن تحديد ا ـ ـ ـ ـ ـ ر المتبقية مفيد فقط في المراحل المبكرة لتعلم واعتماد إدارة ا ـ ـ ـ ـ ـ ر ؛ ومع ذلك ، اقترح المفتشان أنه ينبغي للمنظمات التحول ، مع تقدم عملية التنفيذ ، إلى تعريف ا ـ ـ ـ ـ ـ ر المتأصلة والمتبقية على حد سواء ، لكي تصبح العملية أكثر فائدة وهادفة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",المخاطر,المخاطره,والمخاطر
"-وستكون هناك حاجة إلى الحفاظ على هذا المستوى من توفير المساعدة الغذائية خلال أ ـ ـ ـ ل عام 2010 إلى أن يتم جمع محاصيل الشتاء في أيار / مايو وحزيران / يونيه .-

- الحرف الأول [ أ ] - الحرف الأخير [ ل ] - [ أ ـ ـ ـ ل ] - عدد الحروف 5 -",أوائل,أواخر,وأوائل
"-مشاورات غير رسمية ب ـ ـ ـ  مشروع القرار المتعلق بتعزيز تنسيق المساعدة الإنسانية التي تقدمها الأمم المتحدة في حالات الطوارئ ، في إطار البند 69 ( أ ) من جدول الأعمال ( دعا إلى إجرائها وفد السويد )-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
"-وفي هذا الخصوص ، أشار مؤتمر رؤساء الدول و ـ ـ ـ ـ ـ ـ ـ ت على مجلس الوزراء ، في إعلانه الخاص بالآلية بأن يقوم "" . . . بالتشاور مع الأمين العام ، بدراسة السبل والوسائل التي يمكن من خلالها دعم قدرات الأمانة العامة والنهوض بها الى مستوى المهام المناطة بها والمسؤوليات التي ينتظر أن تنهض بها المنظمة "" .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",والحكومات,الحكومات,فالحكومات
"-وإذ تعرب عن جزعها الشديد إزاء استمرار وتردي الانتهاكات الجسيمة لحقوق الإنسان ، ولاسيما عمليات الإعدام باجراءات موجزة والإعدام التعسفي ، وحالات الاختفاء القسري ، وإزاء التقارير التي تتحدث عن أعمال التعذيب والاغتصاب ، وعمليات الاعتقال والاحتجاز التعسفيين فضلا عن إنكار ح ـ ـ ـ  التعبير والتجمع وتكوين الجمعيات ،-

- الحرف الأول [ ح ] - [ ح ـ ـ ـ  ] - عدد الحروف 4 -",حرية,وحرية,فحرية
"-وقد تختلف قواعد القانون ا ـ ـ ـ ـ ـ ـ ي الدولي الواجب التطبيق تبعا لطبيعة النزاع المسلح ومدى شدته .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",الإنساني,والإنساني,الأنساني
"-وقد بات قيام مكتب المدعي العام بالتزاماته المتعلقة بالأدلة وضرورة تقاسم المعلومات من أجل تسيير شؤون القضايا عبئا ث ـ ـ ـ ا ومكلفا .-

- الحرف الأول [ ث ] - الحرف الأخير [ ا ] - [ ث ـ ـ ـ ا ] - عدد الحروف 5 -",ثقيلا,ثقيله,ثقيل
"-وسيشمل ذلك منع ت ـ ـ ـ  المياه الجوفية بمبيدات الآفات وممارسة التخلص المأمون وانشاء المعايير ذات الصلة لبقايا مبيدات الآفات .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تلوث,تلوثه,كتلوث
"-29 - وتحرص الأمانة ، لدى اختيار أعضاء أفرقة الاستعراض ، على ضمان ت ـ ـ ـ ق توازن إجمالي في عدد الخبراء المشاركين من الأطراف المدرجة في المرفق الأول والأطراف غير المدرجة فيه ، وتحقيق توازن جغرافي فيما بين الخبراء ضمن هاتين الفئتين .-

- الحرف الأول [ ت ] - الحرف الأخير [ ق ] - [ ت ـ ـ ـ ق ] - عدد الحروف 5 -",تحقيق,كتحقيق,وتحقيق
"-) و ( هناك تأييد واسع النطاق لترتيب فترة انتقالية تتولى خلالها سلطة انتقالية ذات قاعدة ع ـ ـ ـ ة إعادة النظام والأمن ، وجمع الأسلحة ، والاعداد لتنظيم شكل من أشكال التجمع أو الانتخاب يعكس تماما ارادة الشعب الأفغاني ؛-

- الحرف الأول [ ع ] - الحرف الأخير [ ة ] - [ ع ـ ـ ـ ة ] - عدد الحروف 5 -",عريضة,وعريضة,بعريضة
"-ووجهت لجنة ت ـ ـ ـ ر العلم والتكنولوجيا لأغراض التنمية الانتباه إلى الشبكة الإلكترونية لتسخير العلم والتكنولوجيا لأغراض التنمية المنشأة حديثا بوصفها وسيلة لنشر المعلومات عن العلم والتكنولوجيا ، بما فيها التكنولوجيا الأحيائية .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",تسخير,لتسخير,تسخيرها
"-377 - ذكر الوزراء بالاحتياجات الخاصة لأقل البلدان نموا والبلدان النامية غير الساحلية والدول الجزرية الصغيرة النامية في إطار ع ـ ـ ـ ي جديد للتعاون في مجال النقل العابر بين البلدان النامية غير الساحلية وبلدان المرور العابر النامية .-

- الحرف الأول [ ع ] - الحرف الأخير [ ي ] - [ ع ـ ـ ـ ي ] - عدد الحروف 5 -",عالمي,وعالمي,العالمي
"-ويوصي هذا التقرير بأن توسع إدارة عمليات حفظ السلام أنشطتها التي لها أثر فوري على تعزيز معرفة هياكل المنظمات الإقليمية وإجراءاتها والقيود التي تواجهها ؛ وتحسين التوجيه الخاص بزيادة فعالية التخطيط في البعثات الجديدة ، أو في الترتيبات الانتقالية بين بعثة وأخرى ؛ وتعزيز آ ـ ـ ـ ت تقاسم المعلومات بين المنظمات ، بما في ذلك المعلومات السرية والمقيدة .-

- الحرف الأول [ آ ] - الحرف الأخير [ ت ] - [ آ ـ ـ ـ ت ] - عدد الحروف 5 -",آليات,كآليات,وبآليات
"-7 - وضع سياسات وبروتوكولات وقائية تتصدى للأسباب الجذرية ل ـ ـ ـ ف ضد المرأة ، بما في ذلك الهياكل السياسية والاقتصادية وأنظمة سيطرة الذكور ، والتسامح الاجتماعي مع العنف ضد المرأة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ف ] - [ ل ـ ـ ـ ف ] - عدد الحروف 5 -",للعنف,لعنف,العنف
"-3 - 7 ويذهب صاحب البلاغ إلى أن الاحتجاز في السجن شكل من أ ـ ـ ـ ل العقاب ولا يتوقف عن كونه عقابا بنعت الغرض منه بأنه غير عقابي .-

- الحرف الأول [ أ ] - الحرف الأخير [ ل ] - [ أ ـ ـ ـ ل ] - عدد الحروف 5 -",أشكال,فأشكال,كأشكال
