QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-16 - يطلب إلى الأمين العام أن يواصل اتخاذ التدابير اللازمة لكفالة التقيد الكامل في البعثة بسياسة الأمم المتحدة القائمة على عدم ا ـ ـ ـ ـ ـ ح مطلقا إزاء الاستغلال والاعتداء الجنسيين وأن يطلع المجلس على ذلك ، ويحث البلدان المساهمة بقوات عسكرية وشرطية على اتخاذ التدابير الوقائية المناسبة وعلى كفالة المساءلة الكاملة في حالات تصرف الأفراد التابعين لها بمثل هذا السلوك ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ح ] - [ ا ـ ـ ـ ـ ـ ح ] - عدد الحروف 7 -",التسامح,التسامحي,والتسامح
"-٢ وذكر الرئيس الخارج أنه كان على مفوضية الأمم المتحدة لشؤون اللاجئين ، على مدى السنتين الماضيتين ، مواجهة تحديات ك ـ ـ ـ ة جديدة ، وقد حققت بعض النجاح الملحوظ .-

- الحرف الأول [ ك ] - الحرف الأخير [ ة ] - [ ك ـ ـ ـ ة ] - عدد الحروف 5 -",كثيرة,عديدة,وكثيرة
"-51 - ويقر المؤتمر بأن إنشاء هيكل أساسي ملائم لدعم استخدام الطاقة النووية بطريقة مأمونة ومضمونة وكفؤة ، تمشيا مع معايير الوكالة ومبادئها التوجيهية ذات الصلة ، يمثل قضية ذات أ ـ ـ ـ ة أساسية ، ولا سيما بالنسبة للبلدان التي تخطط لاستخدام الطاقة النووية .-

- الحرف الأول [ أ ] - الحرف الأخير [ ة ] - [ أ ـ ـ ـ ة ] - عدد الحروف 5 -",أهمية,كأهمية,وأهمية
"-سيتعين على الجمعية العامة ملء المقاعد التي ستشغر بانتهاء عضوية الدول التالية : المانيا ، واندونيسيا ، وأوغندا ، وأوكرانيا ، وايطاليا ، وباكستان ، والبرازيل ، وبلغاريا ، وبوروندي ، وبولندا ، وترينيداد وتوباغو ، وشيلي ، والعراق ، وكولومبيا ، والكونغو ، والمملكة المتحدة ل ـ ـ ـ ـ ـ ـ ـ ا العظمى وأيرلندا الشمالية ، والنرويج ، والهند ، وهولندا .-

- الحرف الأول [ ل ] - الحرف الأخير [ ا ] - [ ل ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 9 -",لبريطانيا,كبريطانيا,فبريطانيا
"-١٦١ - وتشجع منظمة الأمم المتحدة للأغذية والزراعة ، ب ـ ـ ـ ة نشطة ، الطاقة المستمدة من المصادر البيولوجية في البلدان النامية ، ضمن برنامجها للطاقة من أجل التنمية الريفية المستدامة .-

- الحرف الأول [ ب ] - الحرف الأخير [ ة ] - [ ب ـ ـ ـ ة ] - عدد الحروف 5 -",بصورة,فبصورة,وبصورة
"-41 - وخلال الزيارات الرسمية التي قامت بها المفوضة السامية إلى بلدان في ش ـ ـ  أنحاء العالم ، تلقت على نحو متزايد دعوات للاجتماع بقادة أوساط الأعمال من أجل مناقشة المجالات التي هي موضع اهتمام مشترك مثل إمكانية مشاركتهم في المؤتمر العالمي لمكافحة العنصرية والتمييز العنصري وكره الأجانب وما يتصل بذلك من تعصب .-

- الحرف الأول [ ش ] - [ ش ـ ـ  ] - عدد الحروف 3 -",شتى,مختلف,بمختلف
"-وتؤكد من جديد ضرورة منح ا ـ ـ ـ ـ ـ ـ ة في هذا الحوار وهذه المفاوضات للقانون الإنساني الدولي وحقوق الإنسان .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الأولوية,والأولوية,فالأولوية
"-ونشهد الآن اهتماما متزايدا من جانب ا ـ ـ ـ ـ ـ ع الدولي بمناقشة التمويل المبتكر .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ـ ع ] - عدد الحروف 7 -",المجتمع,المجتمعى,فالمجتمع
"-١٠ - وأثبت تطور الأحداث التي حصلت بعد صدور ا ـ ـ ـ ـ ـ ر السادس صحة هذه الملاحظات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",التقرير,والتقرير,التقريري
"-وتكرر اللجنة تأكيد ضرورة التعجيل ب ـ ـ ـ ـ ذ التوصيات الصادرة عن مجلس مراجعي الحسابات في هذا الصدد .-

- الحرف الأول [ ب ] - الحرف الأخير [ ذ ] - [ ب ـ ـ ـ ـ ذ ] - عدد الحروف 6 -",بتنفيذ,وبتنفيذ,بتنفيذها
"-وسيجرى تنسيق أنشطة جميع المكاتب بشكل وثيق ومتابعتها ، متى أمكن ذلك ، من خلال أماكن العمل والخدمات ا ـ ـ ـ ـ ـ ـ ة للأمم المتحدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المشتركة,والمشتركة,مشتركة
