QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-11 - رحب الكثير من الممثلين بالعرض الذي قدمه نائب ا ـ ـ ـ ـ ر التنفيذي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",المدير,والمدير,المديرج
"-بالإضافة إلى ذلك ، تنص المادة 19 من النظام الداخلي على أن يتكون مكتب اللجنة من سبعة أ ـ ـ ـ ء ( أربعة أ ـ ـ ـ ء من القائمتين ألف وجيم مجتمعتين ، وعضوان من القائمة باء ، وعضو من القائمة دال ، وهي القوائم المشار إليها في مرفق قرار الجمعية العامة 1995 ( د - 19 ) بصيغته المعدلة ) .-

- الحرف الأول [ أ ] - الحرف الأخير [ ء ] - [ أ ـ ـ ـ ء ] - عدد الحروف 5 -",أعضاء,كاعضاء,عضاء
"-( أ ) دعم جهود المركز المعني بمنع الإجرام الدولي التابع للأمانة العامة ، الرامية إلى الترويج للتصديق على الاتفاقية و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ت الملحقة بها ، من خلال تنظيم حلقات دراسية إقليمية ، وتقديم المساعدة قبل التصديق وبعده الى الدول الموقعة ، عن طريق تقديم المساهمات المالية و / أو الخبرة و / أو غير ذلك من أشكال المساعدة ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 13 -",والبروتوكولات,البروتوكولات,وبروتوكولات
"-الفريق العامل المفتوح ا ـ ـ ـ ـ ـ ة التابع لاتفاقية بازل بشأن التحكم في نقل النفايات الخطرة والتخلص منها عبر الحدود-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",العضوية,والعضوية,بالعضوية
"-ويعني ذلك ضمنا أنه ينبغي عند مناقشة ن ـ ـ  التكنولوجيات ، التصدي لمسائل من قبيل تنمية الموارد البشرية والجوانب المتعلقة ببناء القدرات المحلية في مجال اختيارات التكنولوجيا ، بما في ذلك الجوانب ذات الصلة بنوع الجنس .-

- الحرف الأول [ ن ] - [ ن ـ ـ  ] - عدد الحروف 3 -",نقل,ونقل,نقله
"-وفي ضوء الزيادة العامة في الحبوب المتوافرة بجنوب ووسط الصومال ، قلص البرنامج حجم برنامجه في مقديشو اعتبارا من تشرين الأول / أكتوبر مع التركيز على برامج تحضير وتسليم الوجبات الطازجة والتغذية التكميلية ا ـ ـ ـ ـ ـ ة الهدف وإغاثة المشردين داخليا لفائدة 000 270 شخص .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المحددة,والمحددة,المحدده
"-فبدلا من تنظيم منتديات تشاورية ، عقدت مجموعة مشاورات تتسم ب ـ ـ ـ ع رسمي أقل على مستويات مختلفة فيما بين تموز / يوليه 2009 وكانون الثاني / يناير 2010-

- الحرف الأول [ ب ] - الحرف الأخير [ ع ] - [ ب ـ ـ ـ ع ] - عدد الحروف 5 -",بطابع,وبطابع,بطابعه
"-تطوير ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ت ونقلها ( المقرران 4 / م أ - 4 و9م أ - 5 )-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 12 -",التكنولوجيات,والتكنولوجيات,بالتكنولوجيات
"-( أ ) تقدم الدولة ا ـ ـ ـ ف الوثيقة الأساسية المشتركة إلى الأمين العام الذي يحيلها إلى كل هيئات المعاهدات المسؤولة عن رصد تنفيذ المعاهدات التي تكون الدولة طرفا فيها ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ف ] - [ ا ـ ـ ـ ف ] - عدد الحروف 5 -",الطرف,والطرف,بالطرف
"-وإذ تعرب عن قلقها ا ـ ـ ـ ـ د إزاء الأخطار الجديدة التي تهدد السلم والأمن الدوليين ، واستمرار التوتر في بعض المناطق ونشوء منازعات جديدة ،-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ د ] - عدد الحروف 6 -",الشديد,والشديد,لشديد
"-غير أن الوكالات مجبرة على تحديد أولوياتها ، وبذلك فإن البلدان هي التي تتحمل مسؤولية ط ـ ـ  المساعدة التي تحتاجها .-

- الحرف الأول [ ط ] - [ ط ـ ـ  ] - عدد الحروف 3 -",طلب,بطلب,لطلب
"-62 - وينبغي إيجاد هيئة مركزية على المستوى ا ـ ـ ـ ـ ي لتنسيق جميع القضايا المتعلقة بالسياسات والإشراف عليها ، ولكفالة تماسك السياسات في مختلف مجالات السياسات ، وللتصدي للعراقيل .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",القطري,والقطري,القطريب
"-ويعكس ذلك تحويل 54 وظيفة من فئة الخدمة الميدانية إلى وظائف لموظفين وطنيين من فئة الخدمات العامة عملا بقرار الجمعية العامة 65 / 248 ؛ وإلغاء 32 وظيفة لموظفين وطنيين من فئة الخدمات العامة في ش ـ ـ ـ  الشرطة ووحدة الاتصال لأغراض المساعدة الإنسانية والانتعاش .-

- الحرف الأول [ ش ] - [ ش ـ ـ ـ  ] - عدد الحروف 4 -",شعبة,كشعبة,بشعبة
"-وأضاف قائلا إن الحق في استخدام الطاقة النووية للأغراض ا ـ ـ ـ ـ ـ ة هو مكونة أساسية للصفقة الكبرى التي حققتها المعاهدة ، وإنه ينبغي الاهتمام بضمان ألا تكون المهام الإضافية التي توكل إلى الوكالة الدولية للطاقة الذرية متعارضة مع ولاية الوكالة المنصوص عليها في النظام الأساسي والمتمثلة في تشجيع استخدام التكنولوجيا النووية في الأغراض ا ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",السلمية,والسلمية,بالسلمية
"-30 - وذكر أن المجموعة الثانية من التوصيات التي أقرتها اللجنة الفرعية في د ـ ـ ـ ـ ا التاسعة والثلاثين تناولت الاتجاهات الإقليمية الراهنة في صنع المنشطات الأمفيتامينية والاتجار بها بصورة غير مشروعة .-

- الحرف الأول [ د ] - الحرف الأخير [ ا ] - [ د ـ ـ ـ ـ ا ] - عدد الحروف 6 -",دورتها,بدورتها,لدورتها
"-) أ ( تقرير الأمين العام بشأن تعزيز ا ـ ـ ـ ـ ـ ن الدولي وتنسيق الجهود في دراسة الآثار الناجمة عن كارثة تشرنوبيل وتخفيفها وتقليلها ( A / 48 / 406 ) ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",التعاون,فالتعاون,التعاونى
"-69 - ونظمت دائرة الأمم المتحدة للإعلام في جنيف التغطية الاذاعية والتلفزيونية لاجتماعات لجنة حقوق الإنسان واللجنة الفرعية التابعة لها والدورات الاستثنائية التي عقدتها اللجنة بشأن تيمور الشرقية وفلسطين ، بالاضافة إلى اجتماعات مختلف الهيئات المنشأة بموجب معاهدات حقوق الإنسان والعديد من المؤتمرات ا ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الصحفية,لصحفية,والصحفية
"-وعلاوة على ذلك ، لا ينبغي ت ـ ـ ـ م الطلبات مرارا وتكرارا ، ولا ينبغي أن يتم صدور توصية بهذا النوع من التمويل خلال فترة محددة من فترات الميزانية تكرارا للوظيفة نفسها ، ولا أن يؤدي بالضرورة إلى توقع تحويل الوظيفة الممولة إلى وظيفة ثابتة في فترة الميزانية التالية .-

- الحرف الأول [ ت ] - الحرف الأخير [ م ] - [ ت ـ ـ ـ م ] - عدد الحروف 5 -",تقديم,كتقديم,تقديمك
"-وسيكون من ا ـ ـ ـ ـ ـ ي إجراء بحث دقيق لتاريخ كل ضحية ، من الناحية المهنية وفيما يتعلق بحياتها العامة والشخصية وانتماءاتها السياسية والدينية ، وكذلك تاريخ وانتماءات معارفها وأصدقائها وأعدائها المزعومين ، لتقييم ما إذا كان هناك أي ارتباط بين الضحايا بعضهم ببعض من منظور الجناة ومكان ذلك الارتباط ونوعيته .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ي ] - عدد الحروف 7 -",الضروري,والضروري,ضروري
"-وتعد بعثة مراقبي الأمم المتحدة في السلفادور مثالا على النمط الجديد لعمليات حفظ السلم الذي يتكامل فيه بناء السلم فيما بعد انتهاء ا ـ ـ ـ ـ ع من الناحيتين العسكرية والمدنية على السواء .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ع ] - عدد الحروف 6 -",الصراع,فالصراع,والصراع
