QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-46 - و ـ ـ ـ ت البعثة تقديم المساعدة إلى مكتب المؤسسات الإصلاحية وإعادة التأهيل لتحسين ظروف المرافق الإصلاحية في البلد .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ت ] - عدد الحروف 5 -",واصلت,وواصلت,فواصلت
"-وقدر الأمين العام أنه سيكون من الضروري وزع عنصر عسكري قوامه ٠٠٠ ٢٨ فرد من جميع الرتب بما فيهم ٠٠٠ ٨ فرد لتوفير ا ـ ـ ـ م السوقي .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ م ] - عدد الحروف 5 -",الدعم,والدعم,فالدعم
"-1 - يطلب من أمانة الأوزون أن تنظم حلقة عمل للخبراء على هامش الاجتماع السادس والعشرين للفريق ا ـ ـ ـ ـ ل مفتوح العضوية في عام 2006 للنظر في القضايا الوارد بيانها في الفقرة 3 من هذا المقرر ، والناشئة عن التقرير الخاص للفريق الحكومي الدولي المعني بتغير المناخ وفريق التكنولوجيا والتقييم الاقتصادي والتقرير التكميلي لفريق التكنولوجيا والتقييم الاقتصادي ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ل ] - عدد الحروف 6 -",العامل,فالعامل,كالعامل
"-وينبغي للدول الأطراف أن توافق على إجراءات ملموسة م ـ ـ ـ ة زمنيا وقابلة للتحقق بغية منع المعاهدة من أن تصبح غير ذات قيمة .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ة ] - عدد الحروف 5 -",محددة,معينة,ومحددة
"-وستكون المساعدة ا ـ ـ ـ ـ ـ ـ ة عنصرا أساسيا في بناء القدرة اللازمة لتخطيط وتنفيذ الإستراتيجيات البيئية على المستوى المحلي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الخارجية,لخارجية,بالخارجية
"-57 - وأضاف أن الخطوات العملية ال 13 التي تم اعتمادها في المؤتمر الاستعراضي لعام 2000 تشكل نقطة انطلاق جيدة ل ـ ـ ـ ـ ق مزيد من التقدم .-

- الحرف الأول [ ل ] - الحرف الأخير [ ق ] - [ ل ـ ـ ـ ـ ق ] - عدد الحروف 6 -",لتحقيق,لتحقيقه,لتحقيقها
"-- القيام ، بالاشتراك مع و ـ ـ ـ ـ ت أخرى ، باطلاق برنامج متعدد الوكالات بشأن ترويج الاستثمار لصالح أقل البلدان نموا-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ت ] - عدد الحروف 6 -",وكالات,ووكالات,لوكالات
"-وتعدل ل ـ ـ ـ ة المفوضية ل ـ ـ ـ ة المجلس من خلال تضمين المرفق الأول للائحة المجلس قائمة تتضمن أسماء ثلاثة أشخاص حددت هويتهم لجنة الجزاءات المفروضة على كوت ديفوار في 7 شباط / فبراير 2006 .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ة ] - عدد الحروف 5 -",لائحة,بلائحة,ولائحة
"-17 - 52 وستواصل الشعبة في تنفيذها لهذا البرنامج الفرعي عقد مشاورات واتخاذ إجراءات مشتركة مع الوكالات المختصة والبرامج والصناديق في منظومة الأمم المتحدة ، مثل برنامج الأمم المتحدة الإنمائي ، و ـ ـ ـ ـ ـ ج الأمم المتحدة للبيئة ، و ـ ـ ـ ـ ـ ج الأمم المتحدة للمستوطنات البشرية ( الموئل ) ، ومصارف التنمية الإقليمية ودون الإقليمية التي تضطلع بالمسائل البيئية .-

- الحرف الأول [ و ] - الحرف الأخير [ ج ] - [ و ـ ـ ـ ـ ـ ج ] - عدد الحروف 7 -",وبرنامج,برنامج,فبرنامج
"-3 - معلومات أساسية : ستعقد الدورة الخامسة والعشرون للهيئة ا ـ ـ ـ ـ ـ ة للمشورة العلمية والتكنولوجية من يوم الاثنين 6 تشرين الثاني / نوفمبر إلى يوم الثلاثاء 14 تشرين الثاني / نوفمبر .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الفرعية,والفرعية,الفرعيه
"-ومنغوليا كدولة يمثل التصحر فيها ت ـ ـ ـ ا رئيسيا ، ترى أن من الضروري عقد اتفاقية بشأن هذا الموضوع .-

- الحرف الأول [ ت ] - الحرف الأخير [ ا ] - [ ت ـ ـ ـ ا ] - عدد الحروف 5 -",تحديا,وتحديا,متحديا
