QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وقد وجهت الإدارة العليا طلبا إلى المديرين لكفالة الإشراف القوي على أنشطة جمع الأموال في شعبهم وتقديم ت ـ ـ ـ ـ ر منتظمة إلى شعبة استعراض المشاريع ودائرة التعاون التقني ، اللتين ينبغي لهما القيام بعملية الرصد وتوفير الإرشاد من أجل كفالة الانسجام الشامل في جمع الأموال في الأونكتاد .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ـ ر ] - عدد الحروف 6 -",تقارير,كتقارير,التقارير
"-وتقوم في أ ـ ـ ـ  وقت ممكن عمليا بإبلاغ الدولة أو الدول التي يكون أفراد الطاقم من رعاياها بالإجراء المتخذ .-

- الحرف الأول [ أ ] - [ أ ـ ـ ـ  ] - عدد الحروف 4 -",أسرع,وأسرع,الأسرع
"-٧٢ - وتشجع اللجنة الخاصة على النظر ، في المحافل الملائمة ، في اتخاذ المزيد من التدابير التي يمكن أن تحسن تمويل عمليات حفظ ا ـ ـ ـ م ، بما في ذلك دراسة إمكانية تحسين نظام إعداد الفواتير .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ م ] - عدد الحروف 5 -",السلم,والسلم,بالسلم
"-43 - وفيما يتعلق بمرتكبي الجرائم الجنسية ، تعهد السيد ماكدويل باسم الوفد الآيرلندي بموافاة اللجنة لاحقا ، بإحصاءات عن أ ـ ـ ـ ل العنف ضد الأطفال .-

- الحرف الأول [ أ ] - الحرف الأخير [ ل ] - [ أ ـ ـ ـ ل ] - عدد الحروف 5 -",أعمال,اعمال,ألأعمال
"-وفي تشرين الثاني / نوفمبر 2005 ، شاركت مفوضية حقوق ا ـ ـ ـ ـ ـ ن في حملة مبدئية للدعوة أطلقتها منظمات المجتمع المدني لمعالجة مسألة العنف العائلي ، وعملت بالاشتراك مع مؤسسات حقوق ا ـ ـ ـ ـ ـ ن الوطنية والمجتمع المدني على تعزيز احترام حقوق ا ـ ـ ـ ـ ـ ن ، بما في ذلك حقوق المرأة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",الإنسان,ألإنسان,الانسان
"-40 - ويجد الاستعراض كذلك أن قنوات الاتصال فيما بين بلدان الجنوب قد توسعت ، وأن الوحدة الخاصة للتعاون التقني فيما بين البلدان النامية قد أدت دورا هاما في هذا التوسع ، بالتعاون بين كل من البلدان المتقدمة ا ـ ـ ـ و والبلدان النامية .-

- الحرف الأول [ ا ] - الحرف الأخير [ و ] - [ ا ـ ـ ـ و ] - عدد الحروف 5 -",النمو,والنمو,فالنمو
"-وإذ يقر بأن المشاركين يردون من مناطق جغرافية كثيرة مختلفة بخبرات وآراء وآليات مختلفة إزاء تناول إدارة المواد الكيميائية ، وبأنه ينبغي إتاحة المجال لهذا التنوع بأن يفي بالغايات المشتركة على أن تقدم جميع الجهود والتجارب دروسا جديدة لمواجهة المشاكل التي تؤثر على بني ا ـ ـ ـ ر بأسرهم ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ر ] - عدد الحروف 5 -",البشر,فالبشر,كالبشر
"-٦ - كان عدد القوات المتناوبة خلال الفترة المستعرضة أقل من العدد ا ـ ـ ـ ـ ر سابقا ، مما أدى الى حدوث وفورات .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",المقدر,المقدره,والمقدر
"-٣ - ترحب باعتزام الأمين العام تكثيف الجهود المنتظمة لتشجيع الدول على أن تصبح أطرافا في العهدين وإلى القيام ، عن ط ـ ـ ـ  برنامج الخدمات الاستشارية في ميدان حقوق الانسان ، بمساعدة هذه الدول ، بناء على طلبها ، على التصديق عليهما أو الانضمام إليهما ؛-

- الحرف الأول [ ط ] - [ ط ـ ـ ـ  ] - عدد الحروف 4 -",طريق,عنطريق,بطريق
"-كذلك قدمنا إحاطة إعلامية ب ـ ـ ـ  المسألة للمجلس الاستشاري المعني بنزع السلاح والتابع للأمين العام في دورته السادسة والخمسين .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
