QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-٢ - وبالرغم من الجهود التي بذلها الرئيسان ا ـ ـ ـ ـ ـ ـ ـ ن للجنة التوجيهية التابعة للمؤتمر الدولي المعني بيوغوسلافيا السابقة في الأسابيع الأخيرة وبوجه خاص ، جولة المحادثات المكثفة التي أجراها اللورد أوين في الفترة من ٢١ إلى ٢٥ نيسان / ابريل ١٩٩٣ ، فإن الصرب البوسنيين لم يوقعوا خطة السلم .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 9 -",المشاركان,المشاركة,يشاركان
"-وإزاء هذه الخلفية ، واصلت بعثة الأمم المتحدة ل ـ ـ ـ ـ م المساعدة إلى أفغانستان مواءمة أولوياتها الاستراتيجية مع ولايتها التي تم تجديدها ، وذلك تمشيا مع احتياجات الشعب الأفغاني وطموحاته ، ودعما للمبادرات التي تقودها الحكومة الأفغانية .-

- الحرف الأول [ ل ] - الحرف الأخير [ م ] - [ ل ـ ـ ـ ـ م ] - عدد الحروف 6 -",لتقديم,ولتقديم,للتقديم
"-وتأمل سري لانكا أملا قويا أن يتحد جميع الفلسطينيين خلف السلطة الفلسطينية من أجل بناء وتعزيز المؤسسات الديمقراطية الفلسطينية ، وهو ما يمثل ش ـ ـ ـ  مسبقا ضروريا لقيام دولة فلسطينية مستقبلية قوية وقابلة للحياة ومستقلة .-

- الحرف الأول [ ش ] - [ ش ـ ـ ـ  ] - عدد الحروف 4 -",شرطا,شرطان,شرط
"-٣٤ - وأعربت ممثلة منظمة العمل الدولية عن كامل تأييدها للاستنتاجات التي توصل إليها الفريق ، ولا سيما ما يتعلق منها باتباع نهج تدريجي في الأخذ بمختلف جوانب النظام الجديد لتحديد الأجر الداخل في حساب المعاش ا ـ ـ ـ ـ ـ ـ ي لموظفي فئة الخدمات العامة في غضون فترة من الزمن .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",التقاعدي,التقاعدية,تقاعدي
"-٢٥ - تواصل شعبة الشرطة الاضطلاع بالدور المسند اليها فيما يتعلق بمراقبة ومساعدة الشرطة الوطنية في الفترة الانتقالية ، الى أن تحل محلها قوة الشرطة الجديدة المنشأة بموجب الاتفاقات ، وهي الشرطة ا ـ ـ ـ ـ ـ ة الوطنية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المدنية,لمدنية,والمدنية
"-كما سيكفل المدير تنسيق الاستراتيجية مع فريق الأمم المتحدة القطري وسيقيم علاقات عمل وثيقة مع جميع الأطراف ا ـ ـ ـ ـ ـ ة المعنية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الفاعلة,والفاعلة,وفاعلة
"-&apos; 1` الإدارة السليمة للموارد الطبيعية وتنميتها وحمايتها ، بما في ذلك الأراضي الزراعية والمحميات الطبيعية والغابات والمعادن والمياه والمدن والقرى ؛ وذلك بغرض تعزيز الرفاه ا ـ ـ ـ ـ ـ ـ ـ ي والاقتصادي للمجتمعات المحلية وإيجاد بيئة أفضل والمحافظة عليها ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 9 -",الاجتماعي,الإجتماعي,الأجتماعي
"-50 - وبغض النظر عن هذه التطورات الإيجابية ، فإن المعلومات التي تلقتها الممثلة الخاصة تشير إلى أن الاتجاه الحالي في بلدان ك ـ ـ ـ ة هو تمرير قوانين ولوائح تقيد من الحيز المتاح لأنشطة حقوق الإنسان .-

- الحرف الأول [ ك ] - الحرف الأخير [ ة ] - [ ك ـ ـ ـ ة ] - عدد الحروف 5 -",كثيرة,عديدة,وكثيرة
"-ا ـ ـ ـ ـ ـ ـ ن الوطنيون : زيادة وظيفتين ( إنشاء وظيفتين من فئة الخدمات العامة الوطنية عن طريق تحويل وظيفتين من فئة الخدمة الميدانية )-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",الموظفون,والموظفون,موظفون
"-السيد بورتو كاريرو ) بلجيكا ( ) ترجمة شفوية عن الفرنسية ( : يؤيد الاتحاد الأوروبي التدابير ذات الصلة التي طلب من الأمين العام اتخاذها لزيادة تركيز المنظمة على البلدان التي تمر اقتصاداتها بمرحلة ا ـ ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",انتقالية,وانتقالية,الانتقالية
