QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-34 - وتوصي اللجنة الدولة الطرف بوضع برنامج مستمر ل ـ ـ ـ  المعلومات المتعلقة بمضمون الاتفاقية وتنفيذها ، على الجمهور ، والمجتمع المدني ، وجميع قطاعات ومستويات الإدارة .-

- الحرف الأول [ ل ] - [ ل ـ ـ ـ  ] - عدد الحروف 4 -",لنشر,ولنشر,لنشره
"-وفي مواجهة مثل هذه التحديات ، ينبغي ت ـ ـ ـ ع الحكومات على مواصلة المسيرة ، مع إيلاء المزيد من الاهتمام لمساعدة الحكومات على معالجة الآثار القاسية التي يعاني منها الأفراد نتيجة لمثل هذه الإصلاحات .-

- الحرف الأول [ ت ] - الحرف الأخير [ ع ] - [ ت ـ ـ ـ ع ] - عدد الحروف 5 -",تشجيع,التشجيع,كتشجيع
"-) ١ ( تقوم كرواتيا بإعادة حركة المرور عبر جسر ماسلينيكا عن طريق مطار زادار و ـ ـ ـ  للقرارات ذات الصلة الصادرة عن مجلس الأمن التابع للأمم المتحدة وخطة فانس ، لما لذلك من أهمية حيوية ، من الناحية الاقتصادية ، بالنسبة لجنوبي كرواتيا ، وكذلك لإيصال المعونة الانسانية لا الى دالماتيا فحسب ، بل أيضا إلى البوسنة والهرسك .-

- الحرف الأول [ و ] - [ و ـ ـ ـ  ] - عدد الحروف 4 -",وفقا,ووفقا,طبقا
"-يظل تزويد بعثات الأمم المتحدة لحفظ السلام والبعثات السياسية الخاصة بخدمات ملائمة وفعالة في مجال الدعم الجوي و ـ ـ ـ ـ ل الجوي ، باستخدام كل من الطائرات العسكرية التابعة للدول الأعضاء والطائرات التابعة لشركات الطيران التجارية ، عاملا رئيسيا يساعد على إنجاز الأهداف التي أسندها مجلس الأمن إلى بعثات الأمم المتحدة الميدانية .-

- الحرف الأول [ و ] - الحرف الأخير [ ل ] - [ و ـ ـ ـ ـ ل ] - عدد الحروف 6 -",والنقل,كالنقل,فالنقل
"-وقد وجه ، على كل حال ، نظر المحكمة إلى هذه المسألة التي أوليها أهمية بالغة عدة مرات خلال إ ـ ـ ـ ـ ـ ت هذه الفتوى من قبل عدة مشاركين فيها سواء في المرحلة الكتابية أو الشفوية .-

- الحرف الأول [ إ ] - الحرف الأخير [ ت ] - [ إ ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",إجراءات,لإجراءات,كإجراءات
"-وتركز الاتفاقية ، من خلال برنامج عملها ، المعتمد في عام 1998 والمستعرض والمحدث في عام 2004 ، على الإدارة المتكاملة للمناطق البحرية والساحلية ، والاستخدام ا ـ ـ ـ ـ ـ ـ م للموارد الحية ، والمناطق المحمية البحرية والساحلية ، وأنواع الأحياء البحرية والأنواع الغريبة .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ ـ م ] - عدد الحروف 8 -",المستدام,المستدامه,والمستدام
"-في إطار مجموعة موردي المواد النووية ولجنة زانغر ، وفريق أستراليا ، ونظام م ـ ـ ـ ـ ة تكنولوجيا القذائف واتفاق واسنر ، ومختلف الإجراءات المتبعة في الاتحاد الأوروبي ، تم وضع ، وتحديث قوائم الرقابة وبروتوكولات لتبادل المعلومات .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",مراقبة,ولمراقبة,المراقبة
"-وينبغي للجنة التحضيرية أن تتناول في دورتها الثالثة مسألة تعبئة ا ـ ـ ـ ـ ـ د المالية .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ ـ د ] - عدد الحروف 7 -",الموارد,والموارد,المواردى
"-وقد قدمت تلك الجهات المساعدة الى الحكومات في اعتماد وتنفيذ خطط وطنية شاملة بشأن مراقبة العقاقير من خلال شبكة من مذكرات ا ـ ـ ـ ـ ـ م ، عززت التعاون بين الدول على الصعيد الاقليمي ، وخصوصا التعاون عبر الحدود .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",التفاهم,والتفاهم,لتفاهم
"-وبما أن مرافق ترجمة واستنساخ الوثائق في موقع المؤتمر ستكون محدودة ، يطلب إلى الحكومات أن ترسل إلى الأمانة العامة للأمم المتحدة في أقرب فرصة ممكنة ، ولكن في موعد أ ـ ـ ـ ه 30 أيار / مايو 2002 ، نسختين ( بإحدى لغات العمل ) من أي من الوثائق المعدة دعما للبنود المدرجة في جدول الأعمال المؤقت .-

- الحرف الأول [ أ ] - الحرف الأخير [ ه ] - [ أ ـ ـ ـ ه ] - عدد الحروف 5 -",أقصاه,وأقصاه,أقصاها
"-ولا شك في أن هذه الحجج قوية ، ولكن يجب أن يكون هناك بعد أكبر للمسألة ، بما أن الانتاج غير المشروع ل ـ ـ ـ ـ ـ ـ ت لا يقتصر على ما يدعى ببلدان العالم الثالث وحدها .-

- الحرف الأول [ ل ] - الحرف الأخير [ ت ] - [ ل ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 8 -",للمخدرات,لمخدرات,المخدرات
"-ومن خلال تماسك حركة التحرير ، أمكن أيضا ت ـ ـ ـ ة الدعم الدولي للكفاح ضد الفصل العنصري .-

- الحرف الأول [ ت ] - الحرف الأخير [ ة ] - [ ت ـ ـ ـ ة ] - عدد الحروف 5 -",تعبئة,وتعبئة,التعبئة
"-11 - كما طلب إلى الممثلة الخاصة أن تقدم ت ـ ـ ـ ـ ر سنوية عن أنشطتها إلى لجنة حقوق الإنسان وإلى الجمعية العامة وأن تتقدم بأية مقترحات وتوصيات تمكنها من الاضطلاع بمهامها وأنشطتها على نحو أفضل ( الفقرة 6 ) .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ـ ر ] - عدد الحروف 6 -",تقارير,كتقارير,التقارير
"-14 - وافق مجلس إدارة اليونيب ، بمقتضى مقرره 25 / 5 ، على أنه ينبغي ل ـ ـ ـ ة التفاوض الحكومية الدولية ، في غضون وضعها لصك الزئبق ، أن تضمنه أحكاما تعالج النفايات المحتوية على زئبق ، وأقر بالحاجة إلى تيسير إدارة الزئبق السليمة بيئيا .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ة ] - عدد الحروف 5 -",للجنة,لللجنة,وللجنة
"-١٥ - تم بعد التحليل المشترك لهذه المسألة ، النظر في تدابير ذات طابع سياسي وقانوني وهيكلي من المقرر دراستها بتعمق في أثناء ا ـ ـ ـ ـ ع اللجنة القادم .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ع ] - عدد الحروف 6 -",اجتماع,فاجتماع,الاجتماع
"-ويرى هؤلاء الخبراء أنه يمكن إضفاء مزيد من الوضوح على الضوابط في سياق العمل الذي تقوم به اللجنة المعنية بممارسات م ـ ـ ـ ـ ة الإغراق التابعة لمنظمة التجارة العالمية ، وخاصة العمل الذي يقوم به فريقها المخصص المعني بالتنفيذ الذي يتعين عليه التوصل إلى نتائج سريعة ومعقولة في شكل توصيات رسمية بشأن تنفيذ الاتفاق المتعلق بممارسات م ـ ـ ـ ـ ة الإغراق .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",مكافحة,ولمكافحة,المكافحة
"-30 - تحض الدول والمنظمات الدولية والحكومية وغير الحكومية على تنسيق مبادرات التخطيط بهدف تعزيز التنمية المستدامة عندما تسمح الأوضاع السياسية و ـ ـ ـ ـ ـ ـ ة بذلك ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",والأمنية,الأمنية,لأمنية
"-٨٥ - ومضى قائلا إن الوفد السلوفاكي يأمل في أن تتمكن ا ـ ـ ـ ـ ة ، مثل لجنة الاعلام ، من اتخاذ قراراتها بتوافق الآراء ، وهو سيصوت تأييدا لمشروع القرار الخاص بالمسائل التي جرى بحثها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-وشددت اللجنة على الحاجة الى تقديم جميع التنقيحات المقترحة الى اللجان الرئيسية ذات الصلة التابعة ل ـ ـ ـ ـ ـ ة العامة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",للجمعية,وللجمعية,لجمعية
"-٦٣ - تكبدت نفقات إضافية تزيد عن الاعتمادات المخصصة في الميزانية لشراء سترات تشظية للأفراد المدنيين و ـ ـ ـ ـ ـ ـ ـ ـ ن ، وهو مطلب حتمته الحالة الأمنية الصعبة في أنحاء منطقة البعثة .-

- الحرف الأول [ و ] - الحرف الأخير [ ن ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 10 -",والعسكريين,بالعسكريين,لعسكريين
