QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-مشاورات غير رسمية بشأن مشروع القرار المتعلق بحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب ، في إطار البند 67 ( ب ) من جدول الأعمال ( اللجنة الثالثة ) ( دعا إلى إجرائها و ـ ـ  المكسيك )-

- الحرف الأول [ و ] - [ و ـ ـ  ] - عدد الحروف 3 -",وفد,فوفد,لوفد
"-موقف يعتبر أن الانسحاب من المعاهدة لا يسمح للدولة المنسحبة بأن تتوقف عن الامتثال للواجبات التي قطعتها على نفسها ب ـ ـ ـ ب المعاهدة ، وأن السند التشريعي في ذلك هي المادة 70 من اتفاقية فيينا لقانون المعاهدات التي تنص على أن الانسحاب من معاهدة لا يحل الطرف المنسحب من تبعة الوفاء بأية التزامات تكون قد نشأت قبل الممارسة المشروعة لحقه في الانسحاب .-

- الحرف الأول [ ب ] - الحرف الأخير [ ب ] - [ ب ـ ـ ـ ب ] - عدد الحروف 5 -",بموجب,وبموجب,فبموجب
"-وبالإضافة إلى ذلك ، تنص المادة 19 من النظام الداخلي على أن يتكون مكتب اللجنة من سبعة أعضاء ( أربعة أعضاء من القائمتين ألف وجيم مجتمعتين ، وعضوان من القائمة باء ، وعضو واحد من القائمة دال ، وهي القوائم المشار إليها في مرفق قرار ا ـ ـ ـ ـ ـ ة العامة 1995 ( د - 19 ) بصيغته المعدلة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الجمعية,في الجمعية,فالجمعية
"-وشرح وكيل الأمين العام للشؤون السياسية مختلف جوانب هذه البعثات التي تتراوح بين بعثات للمساعي الحميدة يرأسها ممثل رفيع للأمين العام دون أن يكون لها وجود دائم في الميدان ، وبعثات ميدانية يقودها ممثلون للأمين العام أو رؤساء بعثات يضطلعون بمهام حفظ السلام والرصد والمراقبة وأنشطة بناء السلام ، وهيئات ل ـ ـ ـ  تنفيذ الجزاءات موجودة بالمقر .-

- الحرف الأول [ ل ] - [ ل ـ ـ ـ  ] - عدد الحروف 4 -",لرصد,للرصد,لرصدها
"-ولهذا نرى أن هذا المقرر ليس سوى خ ـ ـ ـ  أولى في عملية مكونة من مراحل تهدف إلى إعادة المؤتمر إلى العمل الأساسي الحقيقي وإلى المفاوضات ، وظيفته الأصلية ، ونحن نرى أنه ينبغي لهذه الخطوة الأولى أن تتبعها خطوات أخرى .-

- الحرف الأول [ خ ] - [ خ ـ ـ ـ  ] - عدد الحروف 4 -",خطوة,فخطوة,وخطوة
"-وقد سبق إخطار اللجنة الأولى بأن الاحتياجات المتصلة ب ـ ـ ـ  الاجتماع ستصل إلى قرابة ٠٠٠ ٠٩ دولار وأن من المقرر تمويلها من موارد خارجة عن الميزانية .-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بهذا,بهذ,بهذاالاسم
"-وتنظر في أكبر المحاكمات أمام هيئة ا ـ ـ ـ ـ ـ ـ ن وفي القضايا المدنية فضلا عن قضايا القانون الإداري .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",المحلفين,محلفين,والمحلفين
"-تعزيز مهمة ا ـ ـ ـ ـ ـ م في أمانة اللجنة ( جميع البرامج الفرعية )-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",التقييم,التقييمي,والتقييم
"-11 - تشدد على ضرورة أن تقام ، على المستوى الوطني ، بيئة قانونية وسياسية واقتصادية واجتماعية تمكن من إعمال الحق في التنمية وتؤكد على أهمية الحكم في جو من الديمقراطية والمشاركة والشفافية والمساءلة ، وكذلك على الحاجة إلى آليات و ـ ـ ـ ة فعالة ، مثل لجان حقوق الإنسان الوطنية ، وذلك لضمان احترام الحقوق المدنية والاقتصادية والثقافية والسياسية والاجتماعية دون تمييز ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ة ] - عدد الحروف 5 -",وطنية,وطنيةونظم,ووطنية
"-3 - تلقت ا ـ ـ ـ ـ ة معلومات من حكومتي سري لانكا والفلبين تفيد أن المطالبات التي كانت قد قدمتاها في الفئة "" ألف "" مطابقة لمطالبات أخرى من الفئة "" ألف "" دفع لها تعويض .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-وإذ ي ـ ـ ـ  على ضرورة ضمان سلامة وأمن العاملين في مجال حفظ السلام وسائر موظفي الأمم المتحدة والموظفين المرتبطين بها ، بمن فيهم موظفو المساعدة الإنسانية ،-

- الحرف الأول [ ي ] - [ ي ـ ـ ـ  ] - عدد الحروف 4 -",يشدد,ويشدد,شدد
"-5 - وينص الدستور أيضا على إنشاء لجان للمجلس ( أي لجان تتألف من أعضاء المجلس التشريعي ومن أناس من خارجه ، غير أن أعضاء المجلس التشريعي يجب أن يشكلوا الأغلبية فيها ) يجوز أن تكلف بمهام تنفيذية وإدارية : فيجوز مثلا لإحدى لجان المجلس أن تكلف بالمسؤولية عن إدارات حكومية معينة أو يجوز أن تكلف بمسؤولية يمكن في الحالات الأخرى أن تكون ب ـ ـ ـ ب قانون محلي ، للحاكم نفسه أو لسلطة أخرى .-

- الحرف الأول [ ب ] - الحرف الأخير [ ب ] - [ ب ـ ـ ـ ب ] - عدد الحروف 5 -",بموجب,وبموجب,فبموجب
"-وطلب المجلس الاقتصادي والاجتماعي ، في قراره 2006 / 33 ، إلى مكتب الأمم المتحدة ا ـ ـ ـ ـ ي بالمخدرات والجريمة ، رهنا بتوافر موارد من خارج الميزانية ، وإلى جميع الدول الأعضاء مواصلة التعاون بصورة فعلية بشأن البرامج والمشاريع الرامية إلى تعزيز التنمية البديلة ، بما في ذلك ، عند الاقتضاء ، التنمية البديلة الوقائية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",المعني,والمعني,المعنيه
"-تحيط اللجنة ا ـ ـ ـ ـ ـ ـ ـ ـ ة علما بمدى التعاون والتعاضد فيما بين كيانات الأمم المتحدة في المنطقة ، وتثق بأن العملية المختلطة ستواصل استطلاع الفرص لإحراز مزيد من التقدم في هذا المجال ، وتوثيق أفضل الممارسات لاستخدامها وتبادلها مستقبلا ( الفقرة 70 )-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 10 -",الاستشارية,والاستشارية,الإستشارية
"-غير أنه في ٨ نيسان / ابريل ، أطلق أحد أفراد قوة الأمن القبرصية التركية النار على أحد أفراد الحرس الوطني الذي دخل المنطقة ا ـ ـ ـ ـ ـ ة التابعة للأمم المتحدة في نيقوسيا فأرداه قتيلا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",العازلة,عازلة,العازل
"-وسوف يعرض على اللجنة أيضا ، لغرض الاطلاع ، فهرس القوانين واللوائح الوطنية التي أصدرتها الدول الأطراف في عام 2000 من أجل انفاذ أحكام المعاهدات الدولية المتعلقة بمراقبة المخدرات ، وكذلك تقرير اجتماع الفريق العامل غير الرسمي المفتوح العضوية ا ـ ـ ـ ـ ي بالتعاون البحري لمكافحة الاتجار غير المشروع بالمخدرات عن طريق البحر ، الذي عقد في فيينا من 5 الى 8 كانون الأول / ديسمبر 2000 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",المعني,والمعني,المعنيه
"-وفي هذا الصدد ، تلاحظ اللجنة أن ادعاء صاحب البلاغ بشأن عدم فعالية إجراءات ا ـ ـ ـ ـ ـ ـ ة القضائية في قضيته يستند أساسا إلى طبيعة عملية الانتخابات المحددة بإطار زمني .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المراجعة,والمراجعة,مراجعة
"-وبررت مقترحها على أساس أنه غير مقال من منصبه كقاض وإنما كرئيس للمحكمة العليا . وبطلب من المقرر الخاص و ـ ـ ـ ت الحكومة على إجراء مهمة يكون الهدف منها توضيح المسائل المعنية .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ت ] - عدد الحروف 5 -",وافقت,ووافقت,وافقتم
"-: : أن تقوم على الفور بالتصديق على ا ـ ـ ـ ـ ـ ـ ـ ة الدولية لحماية حقوق جميع العمال المهاجرين وأفراد أسرهم وبتنفيذ أحكامها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",الاتفاقية,والاتفاقية,كاتفاقية
"-وينبغي إ ـ ـ ـ ء اهتمام خاص للأطفال المتجر بهم - وذلك من قبيل حماية وضمان جميع حقوقهم مثل حقهم في التعليم والرعاية الصحية وحتى تحديد أماكن وجود أسرهم ، علاوة على ضمان اتخاذ التدابير الدقيقة والمناسبة للتوفيق بين الطفل وأسرته .-

- الحرف الأول [ إ ] - الحرف الأخير [ ء ] - [ إ ـ ـ ـ ء ] - عدد الحروف 5 -",إيلاء,بإيلاء,الإيلاء
