QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-24 - قام ف ـ ـ ـ  الخبراء الإقليمي الذي أنشئ في كانون الأول / ديسمبر 2005 بتقديم المساعدة إلى الأمانة في مجال عقد الاجتماعات الوطنية ودون الإقليمية بشأن تنفيذ الاتفاقية . وهذا الفريق قادر على المتابعة مع فرادى البلدان بشأن القضايا المحددة المرتبطة بتنفيذ الاتفاقية .-

- الحرف الأول [ ف ] - [ ف ـ ـ ـ  ] - عدد الحروف 4 -",فريق,وفريق,لفريق
"-وإذ ت ـ ـ ـ  الانعكاسات الاقتصادية والاجتماعية السلبية والخطيرة للمستوطنات الاسرائيلية على الشعب الفلسطيني في الأرض الفلسطينية المحتلة منذ عام ٩٦٧١ ، بما فيها القدس ، وعلى السكان العرب للجولان السوري ،-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تدرك,وتدرك,لاتدرك
"-٦٢ - وتقوم وزارة الشؤون الاجتماعية في حكومة أنغولا بالموافقة على جميع المساعدات ا ـ ـ ـ ـ ـ ة من برنامج الأغذية العالمي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المقدمة,والمقدمة,كالمقدمة
"-ومبادئ ت ـ ـ ـ ـ ـ ة عامة ، مثل الحاجة إلى توخي الفعالية من حيث التكاليف ، لا يمكن اعتبارها بجدية عائقا يمكن التعويل عليه .-

- الحرف الأول [ ت ] - الحرف الأخير [ ة ] - [ ت ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",توجيهية,وتوجيهية,التوجيهية
"-٦ وقال إن النتائج التي تمخضت عنها دراسة الأونكتاد المتعددة القطاعات بشأن الآفاق المرتقبة للاقتصاد الفلسطيني ، فيما يتعلق ب ـ ـ ـ ـ ل الفوري وبالآفاق الطويلة الأجل على السواء ، ستوفر معلومات أساسية موضوعية مفيدة لوضع برامج مساعدة من جانب الجهات المانحة المختلفة دعما لجهود الشعب الفلسطيني في الأرض الفلسطينية ككل وقطاع غزة خاصة .-

- الحرف الأول [ ب ] - الحرف الأخير [ ل ] - [ ب ـ ـ ـ ـ ل ] - عدد الحروف 6 -",بالعمل,وبالعمل,بعملك
"-4 - إن أعمال القرصنة والسطو ا ـ ـ ـ ـ ح في البحر قبالة سواحل الصومال هي عرض من أعراض عدم الاستقرار وانعدام سيادة القانون في الصومال .-

- الحرف الأول [ ا ] - الحرف الأخير [ ح ] - [ ا ـ ـ ـ ـ ح ] - عدد الحروف 6 -",المسلح,المسلحه,المسلحة
"-وقد أصدرت بطاقات ه ـ ـ ـ  للاجئين بمساعدة المفوضية في بعض البلدان ، حيث تقتضي الحالة ذلك ، أو حيثما كان ذلك مجديا .-

- الحرف الأول [ ه ] - [ ه ـ ـ ـ  ] - عدد الحروف 4 -",هوية,وهوية,الهوية
"-وشرع المجلس في التصويت على مشروع القرار S / 2006 / 287 ، واعتمده بالإجماع بوصفه القرار 1676 ( 2006 ) ( للاطلاع على النص ، انظر الوثيقة S / RES / 1676 ( 2006 ) ، التي ستصدر ضمن الوثائق الرسمية لمجلس الأمن ، قرارات و ـ ـ ـ ـ ـ ت مجلس الأمن ، 1 آب / أغسطس 2005 - 31 تموز / يوليه 2006 ) .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ت ] - عدد الحروف 7 -",ومقررات,مقررات,كمقررات
"-لذلك فقد طلبوا إلى الأونكتاد أن يجري بحوثا في طبيعة الترتيبات التعاقدية للأطراف وفي مدى إمكانية استخدام هذه الترتيبات كحل لتيسير استخدام التجارة الإلكترونية على نطاق أوسع في خدمات ا ـ ـ ـ ل الدولي ( 18 ) .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ل ] - عدد الحروف 5 -",النقل,فالنقل,والنقل
"-( ه ) ت ـ ـ ـ ر حماية مناسبة لضحايا أعمال العنف والجرائم المرتكبة بدافع العنصرية أو التمييز العنصري أو كره الأجانب أو ما يتصل بذلك من تعصب ، أفرادا كانوا أم جماعات ، تأمينا لهم من أي ضرب من ضروب الإساءة أو الترهيب أو الانتقام ، على أن تشمل هذه الحماية أيضا الأقرباء والمدعين والمحامين والشهود وبوجه عام كل من شارك في التحقيق والإجراءات القانونية ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",توفير,كتوفير,لتوفير
