QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-"" ٢ - يؤيد تأييدا كاملا جميع الترتيبات والتدابير الناجمة عن بذل جهود جماعية كالمعروضة أعلاه ، ولا سيما تقديم المساعدة والدعم لمراقبي وقف اطلاق النار ، لتعزيز الوقف الفعال للأعمال العسكرية في يوغوسلافيا وتيسير تنفيذ العملية التي بدئت في إطار ا ـ ـ ـ ـ ـ ر المعني بيوغوسلافيا ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",المؤتمر,والمؤتمر,المؤتمري
"-١ - تدعو الدول الأعضاء المهتمة بالأمر إلى ت ـ ـ ـ ز تبادل المعلومات فيما بينها ومع جميع الأجهزة والمنظمات والهيئات المختصة في منظومة الأمم المتحدة بشأن الأنشطة والبرامج والخبرات لدى الدول الأعضاء ومنظومة الأمم المتحدة فيما يتعلق بمباشرة الأعمال الحرة والتحول إلى القطاع الخاص وإلغاء الاحتكار والتحرر من القيود الإدارية ، وذلك عملا على زيادة كفاءة وفعالية التعاون التقني في هذا المجال ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ز ] - [ ت ـ ـ ـ ز ] - عدد الحروف 5 -",تعزيز,وتعزيز,لتعزيز
"-واستفادت البلدان التالية من مساعدة الأونكتاد في دعم إعداد ا ـ ـ ـ ـ ـ ـ ن الوطنية للمنافسة : إكوادور ، إندونيسيا ، أنغولا ، أوروغواي ، باراغواي ، بوتان ، بوتسوانا ، الجمهورية الدومينيكية ، جمهورية لاو الديمقراطية الشعبية ، رواندا ، غانا ، كمبوديا ، كوستاريكا ، ليسوتو .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",القوانين,والقوانين,فالقوانين
"-وفي هذا السياق شجع جميع الأطراف على إحراز مزيد من التقدم لتنفيذ ق ـ ـ ـ  عام 1995 بشأن الشرق الأوسط .-

- الحرف الأول [ ق ] - [ ق ـ ـ ـ  ] - عدد الحروف 4 -",قرار,القرار,قرارا
"-حاء - كفالة استجابة متكاملة على نطاق منظومة الأمم المتحدة لقضايا ا ـ ـ ـ ـ ر وتدهور الأراضي والجفاف-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",التصحر,والتصحر,تصحر
"-ومن جملة التعهدات المؤكدة التي تصل إلى 150 مليون دولار ت ـ ـ ـ ـ ا ، أدرج في الميزانية الوطنية لعام 2006 مبلغ 25 . 4 مليون دولار في شكل دعم مباشر للميزانية ، مقدم من البنك الدولي وهولندا وفرنسا وبلجيكا .-

- الحرف الأول [ ت ] - الحرف الأخير [ ا ] - [ ت ـ ـ ـ ـ ا ] - عدد الحروف 6 -",تقريبا,فتقريبا,وتقريبا
"-65 - ما النسبة المقدرة لمتعاطي المخدرات المحتاجين إلى العلاج الذين يخضعون في الوقت ا ـ ـ ـ ـ ن للعلاج في بلدكم ؟-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ن ] - عدد الحروف 6 -",الراهن,الراهنة,راهن
"-( ب ) تحديد المخزونات البائدة من مبيدات الآفات وغيرها من المواد الكيميائية بما في ذلك مركبات ثنائية ا ـ ـ ـ ـ ـ ل المتعدد الكلور ( PCB ) ، وإبطال مفعولها ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ـ ل ] - عدد الحروف 7 -",الفينيل,الفينيلين,والفينيل
"-سيقدم وكيل الأمين العام لخدمات الرقابة ا ـ ـ ـ ـ ـ ـ ة إحاطة خاصة لأعضاء اللجنة الخامسة بشأن تقرير الأمين العام عن تحسين آليات الرقابة ا ـ ـ ـ ـ ـ ـ ة في الصناديق والبرامج التنفيذية ( النسخة المستكملة ( ( A / 55 / 826 ) ، اليوم 23 آذار / مارس ، الساعة 15 / 13 في غرفة الاجتماعات 6 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الداخلية,لداخلية,بالداخلية
"-وكشفت دراسات عديدة أدلة قائمة على التجربة تفيد بالمعاملة التمييزية للمدعى عليهم على أساس ا ـ ـ ـ ق أو الإثنية . . .-

- الحرف الأول [ ا ] - الحرف الأخير [ ق ] - [ ا ـ ـ ـ ق ] - عدد الحروف 5 -",العرق,والعرق,العرقى
