QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-وأشعر أيضا بالقلق الشديد إزاء ا ـ ـ ـ ف بين الجماعات المختلفة في دارفور ، والذي أدى إلى وقوع أكبر عدد من الخسائر في الأرواح في أي فترة تقرير منذ نشأة العملية المختلطة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ف ] - [ ا ـ ـ ـ ف ] - عدد الحروف 5 -",العنف,لعنف,والعنف
"-197 - تلاحظ اللجنة ب ـ ـ ـ ـ ـ ح أنه تم التوقيع على اتفاقين لوقف العمليات الحربية بين الحكومة ومختلف مجموعات الميليشيات في تشرين الثاني / نوفمبر وكانون الأول / ديسمبر 1999 ، ومن ثم فإن اللجنة تعرب عن أملها أن تؤدي عملية المصالحة الوطنية التي شرع فيها إلى تحقيق الاستقرار السياسي والاجتماعي وإتاحة التوصل إلى قدر أكبر من الاحترام للحقوق الاقتصادية والاجتماعية والثقافية .-

- الحرف الأول [ ب ] - الحرف الأخير [ ح ] - [ ب ـ ـ ـ ـ ـ ح ] - عدد الحروف 7 -",بارتياح,ارتياح,وارتياح
"-قد يعتقد الكثير من أبناء الأقليات أو جماعات السكان الأصليين خطأ أن الإجراء الخاص بالبلاغات في إطار الاتفاقية الدولية للقضاء على جميع أشكال التمييز العنصري هو سبيل انتصاف متاح فقط للأشخاص ا ـ ـ ـ ـ ـ ـ ن إلى مجموعة عرقية تتعرض لممارسات التمييز العنصري .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",المنتمين,والمنتمين,منتمين
"-نود إبلاغ المتكلمين في مجلس الأمن أن تقديم نسخ مسبقة من البيانات المعدة التي يعتزمون الإدلاء بها أمام المجلس ييسر كثيرا عمل ا ـ ـ ـ ـ ـ ة العامة حيث يتيح لها توزيع عدد كاف من النسخ على جميع المشاركين في الجلسة ويمكن المترجمين الشفويين ومدوني المحاضر الحرفية والعاملين بالصحافة من الحفاظ على جودة المادة التي يقدمونها .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الأمانة,والأمانة,بالأمانة
"-وقد اتجهت الآراء إلى ضرورة ا ـ ـ ـ ذ تدابير على الصعيد الإقليمي وأصبح الكلورديكون محظورا تماما بموجب الاتفاقية المعنية ببروتوكول انتقال التلوث الجوي عبر الحدود للملوثات العضوية الثابتة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ذ ] - [ ا ـ ـ ـ ذ ] - عدد الحروف 5 -",اتخاذ,كاتخاذ,إتخاذ
"-وقد غدا ذلك واضحا على نحو خاص في تصدع العلاقات الاقتصادية التي كانت مستقرة منذ زمن في اتحاد الجمهوريات الاشتراكية السوفياتية السابقة ، الأمر الذي أدى الى تناقص حاد في مستويات انتاج جميع القطاعات الاقتصادية الرئيسية مما أدى ذلك بدوره الى انخفاض مستوى ا ـ ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المعيشة,والمعيشة,لمعيشة
"-١١ - تطلب إلى الأمين العام ، آخذا في اعتباره تقرير اللجنة الاستشارية لشؤون الادارة والميزانية ) ٧ ( ، أن يدرج في التقرير المطلوب في مقررها ٧٤ / ٤٥٤ المؤرخ ٣٢ كانون الأول / ديسمبر ٢٩٩١ والذي سيقدم إلى الجمعية العامة في دورتها التاسعة والأربعين مقترحات تتعلق بإجراءات اختيار المفتشين ، بغية تحسين ع ـ ـ ـ ة الاختيار ، مع إيلاء الاعتبار الواجب لمبدأ التوزيع الجغرافي العادل ) ١٠ ( ؛-

- الحرف الأول [ ع ] - الحرف الأخير [ ة ] - [ ع ـ ـ ـ ة ] - عدد الحروف 5 -",عملية,هوعملية,وعملية
"-"" ويعيد المجلس تأكيد السيادة والسلامة الإقليمية لجمهورية أذربيجان ولجميع الدول الأخرى في المنطقة وحرمة حدودها ، ويعرب عن بالغ ق ـ ـ ـ  إزاء ما كان لهذه الأعمال العدائية من أثر على الجهود التي تبذلها مجموعة مينسك التابعة لمؤتمر الأمن والتعاون في أوروبا من أجل التوصل الى حل سلمي للنزاع .-

- الحرف الأول [ ق ] - [ ق ـ ـ ـ  ] - عدد الحروف 4 -",قلقه,يقلقه,وقلقه
"-وعلى النحو المشار إليه في التقارير السابقة ، فإن القانون رقم 798 17 ينص على عقوبات على جميع التصرفات التي تنتهكه ، والتي تتراوح ، حسب خطورة الجريمة والظروف التي ارتكبت فيها ، من عقوبات مالية إلى ا ـ ـ ـ ن مدى الحياة للجرائم المرتكبة في وقت الحرب .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ن ] - عدد الحروف 5 -",السجن,فالسجن,سجن
"-السيد باولو سيرجيو بينهيرو ( المقرر الخاص المعني بحالة حقوق الإنسان في ميانمار ) ؛ والسيد فيتيت مونتاربورن ( المقرر الخاص المعني بحالة حقوق الإنسان في جمهورية كوريا الشعبية الديمقراطية ) ؛ والسيدة سيما سمر ( المقررة الخاصة ا ـ ـ ـ ـ ـ ة بحالة حقوق الإنسان في السودان )-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المعنية,والمعنية,المعنين
