QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-السيدة كودينا ( أندورا ) ( تكلمت بالكاتالانية ؛ ووفر الوفد نصا باللغة الانكليزية ) : سمعنا عن فيروس نقص ا ـ ـ ـ ـ ـ ة البشرية / متلازمة نقص ا ـ ـ ـ ـ ـ ة المكتسب لأول مرة قبل عشرين عاما . واليوم وبعد عقدين ، نجتمع بوصفنا دولا أعضاء في الأمم المتحدة لنقرر ما هية التدابير التي يمكنها أن تخفف من المأساة الشخصية والمجتمعية التي ظهرت خلال هذه الفترة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المناعة,والمناعة,بالمناعة
"-وتفيد بأن المحكمة العليا استلمت من صاحب البلاغ شكوى في إطار إ ـ ـ ـ ء المراجعة الرقابية ، وقد تضمنت هذه الشكوى الحجج ذاتها الواردة في هذا البلاغ .-

- الحرف الأول [ إ ] - الحرف الأخير [ ء ] - [ إ ـ ـ ـ ء ] - عدد الحروف 5 -",إجراء,اجراء,إجراءه
"-وفي هذا الصدر ، توصي اللجنة بأن يتم وفقا للنظام المالي والقواعد المالية ذات الصلة وبالموافقة المسبقة للجنة الاستشارية إنشاء جميع المناصب الرفيعة المستوى للممثلين الخاصين والمبعوثين والمستشارين التي لا تستند الى وظائف ثابتة أو مؤقتة نظرت فيها الجمعية العامة واعتمدتها في إ ـ ـ ـ  الميزانية العادية أو في سياق نظرها في تمويل عمليات حفظ السلم ) بما فيها عن طريق حساب الدعم ( .-

- الحرف الأول [ إ ] - [ إ ـ ـ ـ  ] - عدد الحروف 4 -",إطار,اطار,الإطار
"-وفي هذا الصدد فإن التحدي يكمن في كيفية الموازنة الصحيحة بين الرغبة في ت ـ ـ ـ ق التنمية الاجتماعية والنمو الاقتصادي بالاعتماد على تكنولوجيات الشبكة الحديثة ، وضرورة تزويد المواطنين بحماية فعالة ومتواصلة للمستهلك .-

- الحرف الأول [ ت ] - الحرف الأخير [ ق ] - [ ت ـ ـ ـ ق ] - عدد الحروف 5 -",تحقيق,كتحقيق,وتحقيق
"-28 - و ـ ـ ـ ـ ـ ر بالذكر أن من بين المساهمات الهامة في نظام تعزيز حقوق الإنسان وحمايتها ، أيدت حكومة المصالحة والوحدة الوطنية ترشيح خبير من نيكاراغوا في شخص الأب ميغيل ديسكوتو بروكمان ، بوصفه عضوا في اللجنة الاستشارية لمجلس حقوق الإنسان ، الذي سيقدم مساهمات لا تقدر بثمن للنظام بالنظر إلى تاريخه الطويل في النضال من أجل حقوق الإنسان ، وبفضل خبرته مؤخرا كرئيس للجمعية العامة للأمم المتحدة .-

- الحرف الأول [ و ] - الحرف الأخير [ ر ] - [ و ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",والجدير,بالذكر,الجدير
"-شدد العديد من المتكلمين على عبء ا ـ ـ ـ ل الكبير الواقع على عاتق لجان مجلس الأمن .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ل ] - عدد الحروف 5 -",العمل,فالعمل,العمله
"-وأسهبت أمانة الأونكتاد في عرض بند جدول الأعمال ، مشددة على أهمية الاستثمار العام في الكفاءة الإدارية لتحقيق النمو والزيادة في الطاقة الإنتاجية ( وبخاصة في أ ـ ـ ـ ت الأزمات ) ولتيسير الأعمال التجارية وتمكين الفقراء .-

- الحرف الأول [ أ ] - الحرف الأخير [ ت ] - [ أ ـ ـ ـ ت ] - عدد الحروف 5 -",أوقات,لأوقات,وأوقات
"-وهل كان هناك أي تفكير في إنشاء وظيفة لأمين ا ـ ـ ـ ـ ـ م في السجون ؟-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",المظالم,والمظالم,المظال
"-بيد أن الموارد المالية المكرسة لهذه التنمية غير كافية بسبب وجود أولويات حكومية أخرى ويلزم زيادة الأموال الواردة من مصادر خارجية إلى حد كبير ، كما يلزم زيادة المساعدة التقنية ، بغية د ـ ـ  جهود هذه البلدان في تنمية مواردها البشرية .-

- الحرف الأول [ د ] - [ د ـ ـ  ] - عدد الحروف 3 -",دعم,ودعم,الدعم
"-12 - وتشمل الجهود الأخرى التي اضطلع بها المجتمع الدولي أ ـ ـ ـ ء الفترة المشمولة بالتقرير مبادرة الرئاسة الفنلندية للاتحاد الأوروبي وإن لم تحظ بالتوفيق .-

- الحرف الأول [ أ ] - الحرف الأخير [ ء ] - [ أ ـ ـ ـ ء ] - عدد الحروف 5 -",أثناء,وأثناء,اثناء
