QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-مجموعة ال 77 ( بشأن مشروع القرار المتعلق ب ـ ـ ـ ـ ـ ة الدولية والتنمية )-

- الحرف الأول [ ب ] - الحرف الأخير [ ة ] - [ ب ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",بالهجرة,كالهجرة,والهجرة
"-وفي الجلسة نفسها ، قرر المجلس أيضا ، وفقا للتفاهم الذي تم التوصل إليه في مشاوراته السابقة ، توجيه دعوة ، بموجب المادة 39 من نظامه الداخلي المؤقت ، إلى القاضي باتريك روبنسن ، رئيس المحكمة الدولية ليوغوسلافيا السابقة ، والقاضي دنيس بايرون ، رئيس المحكمة الجنائية الدولية لرواندا ، والسيد سيرج براميرتز ، المدعي العام ل ـ ـ ـ ـ ـ ة الدولية ليوغوسلافيا السابقة ، والسيد حسن بوبكر جالو ، المدعي العام ل ـ ـ ـ ـ ـ ة الجنائية الدولية لرواندا .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",للمحكمة,وللمحكمة,لمحكمة
"-أتشرف بأن أحيل طيا رسالة م ـ ـ ـ ة إليكم من السيد عثمان إرتوغ ممثل الجمهورية التركية لشمالي قبرص .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ة ] - عدد الحروف 5 -",موجهة,وموجهة,الموجهة
"-) و ( إنشاء آ ـ ـ ـ ت مناسبة داخل البلدان تتولى اتخاذ الاجراءات والتنسيق ؛-

- الحرف الأول [ آ ] - الحرف الأخير [ ت ] - [ آ ـ ـ ـ ت ] - عدد الحروف 5 -",آليات,كآليات,وبآليات
"-ويعمل مكتب مراقبة الأصول الأجنبية في و ـ ـ ـ ة المالية على تنظيم الجزاءات التي فرضها الرئيس بموجب الأمر التنفيذي 13382 ويتولى إنفاذها .-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ة ] - عدد الحروف 5 -",وزارة,كوزارة,لوزارة
"-64 - ولكي يتم الحفاظ على سلامة ومصداقية عملية الاستعراض المعززة ، فإن ا ـ ـ ـ ـ ـ ر الاستعراضي لعام 2005 ينبغي أن يقيم أعماله على نتائج مؤتمر 2000 وينبغي إلا يقبل تكرار اتهامات كاذبة ضد أي من الدول الأطراف بوصف ذلك طريقة لصرف الانتباه عن الذين سجل امتثالهم لمواد المعاهدة هو موضع شك بشكل خطير .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",المؤتمر,والمؤتمر,المؤتمري
"-- ينبغي أن يشار إلى البنود الواردة تحت العمود المعنون "" هل اتخذ أي من التدابير أو الإجراءات أو التشريعات التالية لتبرير أو تأمين أو توفير الحماية ب ـ ـ ـ ـ ة أخرى . . . "" ، و "" هل يمكن معاقبة المنتهكين ؟ ، فضلا عن البنود الواردة تحت العمود المماثل في الصفحات 6 إلى 17 من المصفوفة ب "" x "" علامة على "" نعم "" .-

- الحرف الأول [ ب ] - الحرف الأخير [ ة ] - [ ب ـ ـ ـ ـ ة ] - عدد الحروف 6 -",بطريقة,وبطريقة,طريقة
"-ووفقا لأحكام مشروع القانون المعدل ، تعرف المنظمة الإجرامية بأنها مجموعة يستمر وجودها ل ـ ـ ـ ة ستة أشهر على الأقل وتتشكل من ثلاثة أفراد أو أكثر ، بهدف مشترك يتمثل في ارتكاب جرائم خطيرة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ة ] - عدد الحروف 5 -",لفترة,لفترات,ولفترة
"-وسينظر المجلس في الطلبات المتعلقة بمنح السفر والمشاريع . ونظرا لأن الموضوع الرئيسي للدورة السادسة والعشرين للفريق العامل سيكون الاتجار بالأشخاص ، فإن المجلس سيعطي الأولوية ل ـ ـ ـ  المسألة .-

- الحرف الأول [ ل ] - [ ل ـ ـ ـ  ] - عدد الحروف 4 -",لهذه,لتلك,للهذه
"-1 - بناء على دراسة شاملة للتقرير العاشر لفريق الدعم التحليلي ورصد الجزاءات ( S / 2009 / 502 ) ( ) ، تود لجنة مجلس الأمن المنشأة عملا بالقرار 1297 ( 1999 ) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أ ـ ـ ـ د وكيانات أن تطلع مجلس الأمن على موقفها من عدد من التوصيات التي وردت فيه ( ) .-

- الحرف الأول [ أ ] - الحرف الأخير [ د ] - [ أ ـ ـ ـ د ] - عدد الحروف 5 -",أفراد,فأفراد,وأفراد
"-وفيما يتعلق بالتعاون ، تجدر الإشارة إلى أن وحدة التحليل المالي ظلت عضوا في مجموعة إيغمونت منذ عام 2004 ، بالإضافة إلى انتسابها إلى لجنة البلدان الأمريكية لمكافحة إساءة استخدام المخدرات ، التي وضعت المبادئ التوجيهية ل ـ ـ ـ ـ ـ ن الدولي لذلك الغرض .-

- الحرف الأول [ ل ] - الحرف الأخير [ ن ] - [ ل ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",للتعاون,لتعاون,وللتعاون
"-وحيث أن الاحتياجات من الموارد اللازمة لدعم الهياكل الأساسية لتكنولوجيا المعلومات ا ـ ـ ـ ـ ـ ـ ة بإدارة عمليات حفظ السلام وإدارة الدعم الميداني في المقر قد اتسقت مع الإدارات / المكاتب الأخرى الممولة من حساب الدعم ، فلن تستمر وظائف المساعدة المؤقتة العامة في الفترة 2011 / 12 وقد جرى حساب الاحتياجات من الموارد وإدراجها في الاعتمادات المخصصة لإدارة عمليات حفظ السلام وإدارة الدعم الميداني ، تماشيا مع جميع الإدارات والمكاتب الأخرى الممولة من حساب الدعم .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المتعلقة,والمتعلقة,ومتعلقة
"-وقد بدأ البنك الدولي في العمل مع بعض البلدان في مجال خطط إدارة التخلص ا ـ ـ ـ ـ ـ ـ ي من مركبات الكربون الهيدروكلورية فلورية وخطط القطاعات ، بما في ذلك البلدان التي لها روابط مناخية والبلدان التي عالجت التأثير البيئي الأوسع نطاقا للمشاريع وفقا للمقرر 19 / 6 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",التدريجي,والتدريجي,التدريجية
"-وبالنظر إلى الطابع المتعدد التخصصات للبرنامج الفرعي ، ستقوم الشعبة بدور تنسيقي ، وستكفل تنفيذ برنامج العمل بالتعاون ا ـ ـ ـ ـ ق مع الشعب الأخرى في برنامج الأمم المتحدة للبيئة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ق ] - [ ا ـ ـ ـ ـ ق ] - عدد الحروف 6 -",الوثيق,الوثيقية,وثيق
"-واستنادا إلى تجربة الماضي نحن نخشى مرة أخرى حدوث مذبحة للسكان ا ـ ـ ـ ـ ـ ـ ن ) بينما تشكك الأمم المتحدة في هذه الادعاءات بحجة عدم توفر معلومات لأنها لم تتلق إذنا من القوات بدخول المقاطعة لرؤية المذبحة ( .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",المدنيين,والمدنيين,لمدنيين
"-`5` قيام المحكمة العسكرية بمحاكمة المدنيين وفرض وتنفيذ عقوبة الإعدام متجاهلة الالتزامات التي عقدتها جمهورية الكونغو الديمقراطية بموجب العهد الدولي الخاص ب ـ ـ ـ ـ ـ ق المدنية والسياسية ؛-

- الحرف الأول [ ب ] - الحرف الأخير [ ق ] - [ ب ـ ـ ـ ـ ـ ق ] - عدد الحروف 7 -",بالحقوق,والحقوق,فالحقوق
