QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-251 - يقدم برنامج الأمم المتحدة الإنمائي تعزيزا مؤسسيا لباكستان تحت رعاية الصندوق متعدد الأطراف . وتقدم منظمة الأمم المتحدة للتنمية الصناعية مساعدة في التخلص التدريجي من ر ـ ـ ـ  كلوريد الكربون .-

- الحرف الأول [ ر ] - [ ر ـ ـ ـ  ] - عدد الحروف 4 -",رابع,ثالث,خامس
"-23 - ترحب بتقديم رئيس الجمعية العامة لآرائه المتعلقة ب ـ ـ ـ ـ ز الذاكرة المؤسسية لمكتب رئيس الجمعية العامة وعلاقته بالأمانة العامة ، إلى الفريق العامل المخصص ؛-

- الحرف الأول [ ب ] - الحرف الأخير [ ز ] - [ ب ـ ـ ـ ـ ز ] - عدد الحروف 6 -",بتعزيز,تعزيز,لتعزيز
"-13 - وإذ استرعى الانتباه إلى هرمية حماية حقوق الإنسان على الصعيد الدولي ، وهي هرمية تتبوأ فيها الصكوك الدولية القمة وتوجد فيها عملية تنفيذها من قبل الدول والأقاليم في مستوى أدنى ، قال السيد ماكدويل إن الدستور بالنسبة لآيرلندا ، هو الذي يتبوأ قمة الهرم وإن ا ـ ـ ـ ـ ـ ن التشريعي الذي يقضي بإدراج العهد في ا ـ ـ ـ ـ ـ ن الداخلي يأتي في مرتبة أدنى .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",القانون,فالقانون,والقانون
"-وبدر اعتراف بأن استمرار أنشطة اللجنة يتيح خبرة تشد الحاجة اليها فيه مجالات مثل الإحصاء والاقتصاد الكلي والتخطيط وتنشيط التجارة ، من خلال مركز عمليات المحيط الهادئ التابع لها ، وأيضا من خلال برنامجها في التدريب والتوجيه الذي يستهدف تعزيز تحسين التفاهم والتعاون بين البلدان ا ـ ـ ـ ـ ـ ة في المحيط الهادئ التي هي أعضاء في منظومة الأمم المتحدة عموما وفي اللجنة خصوصا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الجزرية,والجزرية,جزرية
"-36 - يجوز لكل طرف مدرج في المرفق الأول ترحيل وحدات خ ـ ـ  الانبعاثات و / أو وحدات خ ـ ـ  الانبعاثات المعتمدة و / أو وحدات الكميات المخصصة التي يحتفظ بها في سجله ولم يتم إلغاؤها أو سحبها لفترة التزام ، إلى فترة الالتزام اللاحقة وفقا للفقرة 15 أعلاه .-

- الحرف الأول [ خ ] - [ خ ـ ـ  ] - عدد الحروف 3 -",خفض,تخفيض,التخفيض
"-وكان الغرض من البعثة الاستطلاعية هو دراسة المهام التي يمكن أن تؤديها قوة دولية محايدة ، على نحو ما دعت اليه حكومة أوغندا والجبهة الوطنية الرواندية ، في سبيل تيسير تنفيذ اتفاق أ ـ ـ ـ ا للسلم ، وتقدير الموارد البشرية والمالية اللازمة لأدائها .-

- الحرف الأول [ أ ] - الحرف الأخير [ ا ] - [ أ ـ ـ ـ ا ] - عدد الحروف 5 -",أروشا,دروشا,روشا
"-وفي عام 2002 ، دفعه عدم رضاه عن القرارات ا ـ ـ ـ ـ ـ ة فيما يتعلق بطلباته إلى رفع دعوى لطلب التعويض ضد مؤسسة التأمين الصحي في كيبيك وشركة التأمين على السيارات في كيبيك .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المتخذة,متخذة,المتخذ
"-١٣ - كنتيجة للتطورات المختلفة الوارد ذكرها في الجزء الأول أعلاه ، ولعدم تحقيق تقدم في الجهود المبذولة من جانب الرئيسين ا ـ ـ ـ ـ ـ ـ ـ ن لحفظ السلم ، فإن الحالة الراهنة في المناطق المشمولة بحماية الأمم المتحدة والمناطق "" الوردية اللون "" ، تثير قلقا كبيرا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 9 -",المشاركين,مشاركين,والمشاركين
"-ويرى المؤتمر أنه يمكن ل ـ ـ ـ  الموارد الإضافية أن تساهم في تحقيق الأهداف الإنمائية للألفية .-

- الحرف الأول [ ل ] - [ ل ـ ـ ـ  ] - عدد الحروف 4 -",لهذه,لتلك,للهذه
"-وتجدر الإشارة إلى أن الاتفاقات الثنائية لا ينبغي أن ت ـ ـ  محل الالتزام بإجراء مفاوضات متعددة الأطراف بموجب المادة السادسة من معاهدة عدم انتشار الأسلحة النووية .-

- الحرف الأول [ ت ] - [ ت ـ ـ  ] - عدد الحروف 3 -",تحل,يحل,محلها
"-وتعتقد شيلي أن هذا الحق يجب أن يمارس مع الحرص بصفة خاصة على حفظ أمن المنشآت والمعدات و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ا النووية .-

- الحرف الأول [ و ] - الحرف الأخير [ ا ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 12 -",والتكنولوجيا,فالتكنولوجيا,والتكنولوجيه
"-75 - وفي حين يوفر القانون الدولي لحقوق الإنسان المبادئ التوجيهية لما تقوم به الدولة ، لا بد من توظيف خطابات بديلة واستراتيجيات ابتكارية على مختلف أصعدة التدخل في سبيل تفنيد الأسس التي تقوم عليها أوجه ا ـ ـ ـ ـ ـ ل الهرمي بين الجنسين والتي تبرر وتؤازر العنف وغيره من أشكال التمييز ضد المرأة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ـ ل ] - عدد الحروف 7 -",التسلسل,والتسلسل,التسلسي
