QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-12 - ضرورة قيام جميع الدول الحائزة للأسلحة النووية ، وغيرها من الدول المسلحة نوويا ، على بذل مزيد من الجهود لخفض ترساناتها النووية ، والعمل في وقت مبكر لتمهيد الطريق - عن طريق إ ـ ـ ـ ء الدراسات والحوارات الاستراتيجية مع بعضها البعض ، والأعمال التحضيرية في مؤتمر نزع السلاح - من أجل تعهد عملية متعددة الأطراف لنزع السلاح .-

- الحرف الأول [ إ ] - الحرف الأخير [ ء ] - [ إ ـ ـ ـ ء ] - عدد الحروف 5 -",إجراء,اجراء,إجراءه
"-31 - أجرت نائبة ممثلي الخاص / المنسقة المقيمة ومنسقة الشؤون الإنسانية للعراق المعينة حديثا ، السيدة كريستين مكناب ، سلسلة من الاجتماعات الهامة مع حكومة العراق ، بما في ذلك اجتماعات مع ر ـ ـ ـ  الوزراء ووزير الخارجية ووزير التخطيط والشركاء الدوليين في العراق والمنطقة ، من أجل مناقشة دور الأمم المتحدة والدعم الذي ستقدمه في مجالات التنمية والتعمير والمساعدة الغوثية .-

- الحرف الأول [ ر ] - [ ر ـ ـ ـ  ] - عدد الحروف 4 -",رئيس,ورئيس,ئيس
"-وتم التماس الدعم لهذا الإعلان أثناء الاجتماع المسكوني العالمي الخاص بالمياه الذي عقد في إطار ا ـ ـ ـ ـ ة التاسعة لمجلس الكنائس العالمي في البرازيل في شباط / فبراير 2006 ، وشارك فيه أيضا ممثلون للمؤتمر الأسقفي لأمريكا اللاتينية والمؤتمر الأسقفي الأوروبي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",الدورة,والدورة,بالدورة
"-ولأول مرة قامت ك ـ ـ ـ  الحقوق في عام 1990 بإدخال مناهج حقوق الإنسان كمقرر دراسي مستقل لطلاب السنة الرابعة ، كما خصصت لها دبلوما في الدراسات العليا .-

- الحرف الأول [ ك ] - [ ك ـ ـ ـ  ] - عدد الحروف 4 -",كلية,من كلية,وكلية
"-52 - توفير ا ـ ـ ـ ـ ـ د الكافية : من الضروري أن تستمر المحكمة في تلقي ا ـ ـ ـ ـ ـ د الضرورية ، سعيا للتقيد بالأطر الزمنية التي حددها مجلس الأمن في قراريه 1503 ( 2003 ) و 1534 ( 2004 ) .-

- الحرف الأول [ ا ] - الحرف الأخير [ د ] - [ ا ـ ـ ـ ـ ـ د ] - عدد الحروف 7 -",الموارد,والموارد,المواردى
"-وينبغي اعتبار التعذيب وتعريفه في التشريعات ا ـ ـ ـ ـ ـ ة كجريمة خطيرة إلى أقصى الحدود .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الوطنية,لوطنية,بالوطنية
"-وإذ تعرب عن قلقها إزاء استغلال إسرائيل ، السلطة القائمة بالاحتلال ، للموارد الطبيعية في الأرض الفلسطينية المحتلة ، بما فيها القدس ، والأراضي العربية الأخرى التي تحتلها إسرائيل م ـ ـ  عام 1967 ،-

- الحرف الأول [ م ] - [ م ـ ـ  ] - عدد الحروف 3 -",منذ,ومنذ,فمنذ
"-26 - خلال ا ـ ـ ـ ـ ة المشمولة بالتقرير ، بدأت الأفرقة العاملة المنشأة لإقامة حوار مباشر بشأن المسائل التقنية بين برشتينا وبلغراد في العمل على نحو بطيء .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",الفترة,والفترة,فالفترة
"-٦٥٨ - وفضلا عن ذلك ، تقابل وكيل الأمين العام للشؤون الإنسانية خلال هذه البعثة وكذلك الممثل الخاص للأمين العام لرواندا ، مع نائب الرئيس كاغامي وغيره من كبار المسؤولين في الحكومة ا ـ ـ ـ ـ ـ ة في رواندا لمناقشة كيفية إمكانية توصيل المعونة الإنسانية إلى جميع أنحاء البلد والخطوات العاجلة المطلوب اتخاذها لتهيئة ظروف ملائمة لعودة اللاجئين والمشردين .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الجديدة,لجديدة,للجديدة
"-وقد حظيت هذه المسألة بالاهتمام على سبيل الأولوية من جانب الاجتماع الأول لعملية الأمم المتحدة التشاورية غير الرسمية المفتوحة المعنية بشؤون المحيطات وقانون البحار ( نيويورك ، 30 أيار / مايو - 2 حزيران / يونيه 2000 ) ، حيث رحب الاجتماع بالأعمال التي تضطلع بها منظمة الأغذية والزراعة لوضع خطة عمل دولية شاملة لمنع الصيد غير المشروع وغير المبلغ عنه وغير المنظم وردعه والقضاء عليه ، وفقا ل ـ ـ ـ ـ ـ ن الدولي .-

- الحرف الأول [ ل ] - الحرف الأخير [ ن ] - [ ل ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",للقانون,وللقانون,لقانون
