QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-( أ ) أن تحيط علما مع الأسف بأن الصرب والجبل الأسود لم ت ـ ـ ـ  بيانات خط أساسها المتأخرة بشأن المواد الخاضعة للرقابة ( مركبات الكربون الكلورية فلورية الأخرى ورابع كلوريد الكربون وكلوروفورم الميثيل ) في المرفق باء و ( بروميد الميثيل ) في المرفق هاء ، وفقا للمقرر 17 / 22 ؛-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تقدم,وتقدم,تقدمه
"-ي ـ ـ ـ  بجميع الأطراف المعنية كفالة أن تجري في إطار جميع عمليات السلام واتفاقات السلام وعمليات التخطيط للإنعاش والتعمير بعد انتهاء النزاع مراعاة الاحتياجات الخاصة للنساء .-

- الحرف الأول [ ي ] - [ ي ـ ـ ـ  ] - عدد الحروف 4 -",يهيب,ويهيب,تهيب
"-البرامج التي تقدم خدمات : الإدارة التنفيذية ، وإدارة الموارد ، وخدمات المؤتمرات ، والدعم التقني وفي م ـ ـ ـ  بناء القدرات ، وخدمات قانونية وفي م ـ ـ ـ  الامتثال ، والشراكات ، وحشد الموارد والإرشاد .-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",مجال,بمجال,فمجال
"-وفي دورة اللجنة التي عقدت في تشرين الأول / أكتوبر 2000 ، أشير إلى أنه إلى جانب ا ـ ـ ـ ر الأساسي الذي على الحكومات الوطنية أن تؤديه في تنفيذ إطار عمل داكار ، اضطلعت منظومة الأمم المتحدة بدور حيوي في دعم جهود الدول الأعضاء والشركاء الإنمائيين الآخرين ( انظر ACC / 2000 / 20 ، الفقرة 53 ) .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ر ] - عدد الحروف 5 -",الدور,والدور,وبالدور
"-وتشمل التدابير المتخذة لذلك مشروع إصلاح التعليم الثانوي المشار إليه أعلاه ؛ وبرامج التعليم البديل مثل معادلة التعليم الثانوي ؛ ونظام الدوامين ؛ والارتقاء بمستوى المدارس الثانوية الجديدة ؛ وافتتاح بعض المدارس ا ـ ـ ـ ـ ة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",الخاصة,بالخاصة,الخاص
"-اعتمدت لجنة مناهضة التعذيب عدة ملاحظات ختامية مماثلة تعالج التحفظات على المادة 20 ، وعدم وجود إعلانات بموجب ا ـ ـ ـ ـ ـ ـ ن 21 و 22 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",المادتين,للمادتين,بالمادتين
"-ومضى السيد بانيتشباكدي يقول إن الأمم المتحدة هي المؤسسة الوحيدة التي تملك الشرعية اللازمة لتمثيل رغبات واحتياجات المجتمع العالمي ، و ـ ـ ـ ـ ـ ـ ي ينبغي أن تشرك على نطاق أوسع في القرارات المتعلقة بالإصلاح البنيوي للنظام الاقتصادي العالمي .-

- الحرف الأول [ و ] - الحرف الأخير [ ي ] - [ و ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",وبالتالي,بالتالي,فبالتالي
"-وذكرت أن من بين ما اضطلعت به من أنشطة في العام ا ـ ـ ـ ـ ـ م تركيزها كثيرا من جهدها على عدد من المسائل التي طال أمدها ولم يتم إيجاد حل لها بعد وستتطلب اهتمام الرئيسة الجديدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ م ] - [ ا ـ ـ ـ ـ ـ م ] - عدد الحروف 7 -",المنصرم,المنصرمة,المنصرمين
"-10 - يحث الحكومات والقادة الإقليميين المعنيين على مواصلة تعاونهم الكامل مع الجماعة الاقتصادية لدول غرب أفريقيا والأمم المتحدة من أجل تعزيز الجهود التي تبذلها جميع الأطراف في صراع سيراليون بغية الإنفاذ الكامل بالطرق السلمية لاتفاق أبوجا لوقف إطلاق النار وتقديم المساعدة اللازمة ت ـ ـ ـ ـ ا لهذه الغاية ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ا ] - [ ت ـ ـ ـ ـ ا ] - عدد الحروف 6 -",تحقيقا,وتحقيقا,حقيقا
"-( و ) مواصفات طرائق التحليل وجمع العينات المقبولة بالنسبة للملوثات ا ـ ـ ـ ـ ـ ة الثابتة من مبيدات الآفات ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",العضوية,والعضوية,بالعضوية
