QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-1 - يدعو مؤتمر الأمم المتحدة الثالث ا ـ ـ ـ ـ ي بأقل البلدان نموا إلى تناول المسائل المتعلقة بما لأقل البلدان نموا من احتياجات واهتمامات محددة وأوضاع خاصة ناشئة عن الآثار الضارة المترتبة على تغير المناخ ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",المعني,والمعني,المعنيه
"-) ج ( عناصر اقتراح ي ـ ـ ـ ق بوضع نص في المستقبل يحل محل المادة ٨ من المرفق-

- الحرف الأول [ ي ] - الحرف الأخير [ ق ] - [ ي ـ ـ ـ ق ] - عدد الحروف 5 -",يتعلق,فيتعلق,ليتعلق
"-24 - نظرت الأطراف في الاجتماع السادس والعشرين للفريق العامل في تقرير الأمانة بشأن معالجة لجنة التنفيذ للحالات التي خزنت فيها الأطراف موادا مستنفدة ل ـ ـ ـ ـ ـ ن من أجل استخدامات معفاة في سنوات مقبلة .-

- الحرف الأول [ ل ] - الحرف الأخير [ ن ] - [ ل ـ ـ ـ ـ ـ ن ] - عدد الحروف 7 -",للأوزون,الأوزون,والأوزون
"-3 - يعرب عن تقديره للمجتمع الدولي لما يبذله من جهود في دعم التنمية في أقل البلدان نموا ويؤكد على أهمية تعبئة الموارد الداخلية والدولية في سبيل التنفيذ ا ـ ـ ـ ـ ل والفعال لبرنامج العمل من جانب جميع أصحاب المصلحة وعلى وجه الاستعجال وذلك بغية تحسين الأوضاع الإنسانية لشعوب أقل البلدان نموا تحسينا كبيرا أثناء العقد الحالي ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ل ] - عدد الحروف 6 -",الكامل,والكامل,الكامله
"-&apos; ١ &apos; تنمية الموارد البشرية والتقنية التي لا غنى عنها لتحسين نظم الإعلام والاتصال في البلدان النامية وتقديم الدعم من أجل استمرار وتعزيز برامج التدريب العملي ، مثل البرامج الجارية فعلا تحت الرعاية العامة والخاصة على السواء في جميع أنحاء العالم ا ـ ـ ـ ـ ي ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",النامي,الناميه,النامية
"-وفي الوقت ذاته ، يلزم وضع إطار يتجاوز فترة الالتزام الأولى ل ـ ـ ـ ـ ـ ـ ـ ل كيوتو ويشمل إجراءات تتخذها جميع البلدان .-

- الحرف الأول [ ل ] - الحرف الأخير [ ل ] - [ ل ـ ـ ـ ـ ـ ـ ـ ل ] - عدد الحروف 9 -",لبروتوكول,للبروتوكول,كبروتوكول
"-( د ) ويشجع الخبير المستقل على المبادرة بإنشاء لجنة وطنية معنية بحقوق الإنسان وفقا لمبادئ ب ـ ـ ـ س ، يمكن أن تلعب دورا هاما في الرصد والتقييم المستقلين لتنفيذ خطة الحد من الفقر من منظور حقوق الإنسان .-

- الحرف الأول [ ب ] - الحرف الأخير [ س ] - [ ب ـ ـ ـ س ] - عدد الحروف 5 -",باريس,باريسر,فرنساباريس
"-3 - ا ـ ـ ـ ـ ـ ـ ـ ـ ت الإضافية للأطراف المدرجة في المرفق الأول بموجب بروتوكول كيوتو ومدتها-

- الحرف الأول [ ا ] - الحرف الأخير [ ت ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 10 -",الالتزامات,التزامات,والالتزامات
"-37 - ترى من المستصوب أن يواصل المقرر الخاص تبادل الآراء مع آليات وهيئات حقوق الإنسان ذات الصلة ، وخاصة لجنة مناهضة التعذيب ومفوضية الأمم المتحدة ا ـ ـ ـ ـ ـ ة لحقوق الإنسان ، وأن يعمل خاصة على زيادة تعزيز فعاليتها والتعاون فيما بينها ، مع تجنب ما لا يلزم من ازدواج مع الإجراءات الخاصة الأخرى ، وأن يواصل التعاون مع برامج الأمم المتحدة ذات الصلة ، ولا سيما برنامج منع الجريمة والعدالة الجنائية ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",السامية,والسامية,بالسامية
"-38 - وقدم صندوق الأمم المتحدة لبناء السلام التمويل ، عبر صندوق الأمم المتحدة للسلام في نيبال ، لدعم جميع م ـ ـ ـ ل عملية تسريح أفراد الجيش الماوي غير المؤهلين الذين ثبت أنهم قصر ومجندون حديثو العهد .-

- الحرف الأول [ م ] - الحرف الأخير [ ل ] - [ م ـ ـ ـ ل ] - عدد الحروف 5 -",مراحل,المراحل,مراحله
"-مشاورات غير رسمية بشأن م ـ ـ ـ ع القرار المتعلق بالتنفيذ الشامل لإعلان وبرنامج عمل ديربان ومتابعتهما ، في إطار البند 65 ( ب ) من جدول الأعمال ( اللجنة الثالثة ) ( دعا إلى إجرائها وفد جنوب أفريقيا )-

- الحرف الأول [ م ] - الحرف الأخير [ ع ] - [ م ـ ـ ـ ع ] - عدد الحروف 5 -",مشروع,فمشروع,المشروع
"-يشرفني أن أشير إلى التقرير النهائي لفريق الخبراء المعني بجمهورية الكونغو الديمقراطية ( S / 2009 / 603 ) وأن أحيل في الضميمة المرفقة بهذه الرسالة ، معلومات تكميلية عن أعضاء القوات الديمقراطية ل ـ ـ ـ ـ ر رواندا أو التجمع من أجل الوحدة والديمقراطية الذين ذكروا في تقرير فريق الخبراء ، لتنظر فيها مستقبلا لجنة مجلس الأمن المنشأة عملا بالقرار 1533 ( 2004 ) .-

- الحرف الأول [ ل ] - الحرف الأخير [ ر ] - [ ل ـ ـ ـ ـ ر ] - عدد الحروف 6 -",لتحرير,ولتحرير,لتحريره
"-&apos; 1` الانتهاكات والإساءات التي يرتكبها جيش الرب للمقاومة بحق الأطفال في جنوب السودان وجمهورية الكونغو الديمقراطية وجمهورية أفريقيا الوسطى ، بما يتنافى مع القانون الدولي الساري ، بأمور من بينها تجنيد الأطفال و ـ ـ ـ ـ ـ ـ ـ ـ م ، وقتل الأطفال وتشويههم ، واغتصاب الأطفال وممارسة أشكال أخرى من العنف الجنسي ضدهم ، واختطاف الأطفال ؛-

- الحرف الأول [ و ] - الحرف الأخير [ م ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ م ] - عدد الحروف 10 -",واستخدامهم,استخدامهم,لاستخدامهم
"-ويتولى أمين المجلس التنفيذي ر ـ ـ ـ ة الجلسة الافتتاحية الأولى لاجتماع المجلس التنفيذي في السنة التقويمية وإدارة عملية انتخاب الرئيس الجديد ونائب الرئيس الجديد .-

- الحرف الأول [ ر ] - الحرف الأخير [ ة ] - [ ر ـ ـ ـ ة ] - عدد الحروف 5 -",رئاسة,فرئاسة,كرئاسة
"-44 - ويمكن أيضا تلبية احتياجات جوانب أخرى تتعلق ببعثات بعينها من نموذج التمويل الموحد عن ط ـ ـ ـ  إعادة توزيع الأموال .-

- الحرف الأول [ ط ] - [ ط ـ ـ ـ  ] - عدد الحروف 4 -",طريق,عنطريق,بطريق
