QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-رسالة مؤرخة 10 كانون الثاني / يناير 2001 موجهة إلى رئيس اللجنة التحضيرية لمؤتمر الأمم المتحدة المعني بالاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة من جميع جوانبه من الممثل الدائم لجنوب أفريقيا لدى الأمم المتحدة بصفته رئيس مكتب تنسيق ح ـ ـ ـ  بلدان عدم الانحياز-

- الحرف الأول [ ح ] - [ ح ـ ـ ـ  ] - عدد الحروف 4 -",حركة,وحركة,فحركة
"-وأشير إلى أن على ا ـ ـ ـ ـ ـ ء المنتخبين ، لكي يتسنى لهم تحقيق أهدافهم ، إطلاع سائر أعضاء المجلس على هذه الأهداف .-

- الحرف الأول [ ا ] - الحرف الأخير [ ء ] - [ ا ـ ـ ـ ـ ـ ء ] - عدد الحروف 7 -",الأعضاء,فالأعضاء,والأعضاء
"-23 - وواصلت القوات المسلحة اللبنانية والقوة المؤقتة اتخاذ تدابير منسقة تهدف تحديدا إلى ضمان عدم وجود عناصر مسلحة في المنطقة ، واكتشاف وإزالة جميع الأسلحة والأعتدة ذات الصلة التي قد تكون موجودة ، ومنع احتمال نقل الأسلحة المأذون بها عبر نهر ا ـ ـ ـ ـ ـ ـ ي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",الليطاني,الحاصباني,المليطانية
"-4 - ودون الإخلال بتطبيق أحكام المادة 19 من المرفق السادس لاتفاقية الأمم المتحدة لقانون البحار فيما يتعلق بمساهمة السلطة الدولية لقاع البحار في ميزانيات المحكمة المقبلة ، ستمول جميع الدول والمنظمات الدولية الأطراف في الاتفاقية م ـ ـ ـ ـ ـ ة المحكمة للفترة-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",ميزانية,وميزانية,وبميزانية
"-وفي الوقت نفسه خطﱢطت تلك الولاية كعملية من عمليات حفظ السلم التقليدية المجربة ، عملية تقوم على اتفاق الاطراف وتعاونهم ، وتعتمد على ا ـ ـ ـ ـ ة السياسية والاقناع وليس على القوة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",السلطة,فالسلطة,ولسلطة
"-واقتناعا منها بضرورة أن يوجد على الصعيد الإقليمي ، حسب الاقتضاء ، توجه قوي في مجال البحوث والتكنولوجيا العلمية البحرية ، ومن خلال المنظمات والترتيبات والبرامج الإقليمية الموجودة ، نحو ضمان استغلال الموارد المتاحة بأقصى قدر من الفعالية ، وحماية البيئة البحرية وحفظها ، بالعمل بوجه خاص على ت ـ ـ ـ  الازدواجية واعتماد نهج كلي في الدراسة العلمية للمحيطات ومواردها ،-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تجنب,اتجنب,وتجنب
"-13 - واعترافا بخطورة وضع ا ـ ـ ـ ـ ه العذبة في الكثير من أنحاء العالم ، وحقيقة أن تحسين إدارة ا ـ ـ ـ ـ ه يعتبر عنصرا أساسيا في تحقيق أهداف التنمية الاقتصادية الأوسع نطاقا ، اعتمد المشاركون في القمة العالمية المعنية بالتنمية المستدامة عام 2002 هدفا يدعو إلى وضع خطط متكاملة لإدارة موارد ا ـ ـ ـ ـ ه وتحقيق كفاءة استخدام ا ـ ـ ـ ـ ه قبل عام 2005 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ه ] - [ ا ـ ـ ـ ـ ه ] - عدد الحروف 6 -",المياه,مياه,المياة
"-وظلت معظم المكاتب الميدانية في أفريقيا الشرقية والقرن الأفريقي تعمل في إطار ا ـ ـ ـ ـ ـ ة الأمنية الثالثة للأمم المتحدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المرحلة,والمرحلة,فالمرحلة
"-في المشاورات المفتوحة وغير الرسمية التي عقدت يوم الخميس الماضي بناء على طلب المنسق الخاص المعني بتحسين عمل المؤتمر وزيادة فعاليته ، ممثل سري لانكا الموقر ، السفير براساد كارياواسام ، لاحظنا أن الوفود تشارك م ـ ـ ـ ـ ة نشطة للغاية .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",مشاركة,المشاركة,كمشاركة
"-يدعو حكومة [ البلد المتأثر ] إلى أن تواصل العمل ، بمساعدة من المجتمع الدولي ، من أجل إنشاء نظام للعدالة يتسم بالنزاهة والشفافية ، بما في ذلك إعادة بناء منظومة السجون وإصلاحها ، بغية تعزيز س ـ ـ ـ ة القانون في كل أنحاء البلد ، والقضاء على الإفلات من العقاب ؛-

- الحرف الأول [ س ] - الحرف الأخير [ ة ] - [ س ـ ـ ـ ة ] - عدد الحروف 5 -",سيادة,وسيادة,ولسيادة
