QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-( أ ) أن تمدد ولاية ا ـ ـ ـ ـ ر الخاص المعني بحالة حقوق الإنسان في السودان لمدة سنة إضافية ، وتطلب إليه أن يقدم تقريرا مرحليا إلى الجمعية العامة في دورتها السادسة والخمسين وتقريرا إلى اللجنة في دورتها الثامنة والخمسين عن حالة حقوق الإنسان في السودان وأن يأخذ بمنظور يراعي نوع الجنس في عملية إعداد التقارير ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",المقرر,والمقرر,بالمقرر
"-ولذلك فإن حظر استيراد وإنتاج واستخدام الإندوسلفان في شكل مستحضرات أخرى بخلاف مستحضر العالق الكبسولي أفضى إلى تقليل المخاطر التي تصيب البيئة المائية ب ـ ـ ـ ة كبيرة .-

- الحرف الأول [ ب ] - الحرف الأخير [ ة ] - [ ب ـ ـ ـ ة ] - عدد الحروف 5 -",بدرجة,درجة,بدرجه
"-ويبحث التحليل ما إذا كانت أي زيادة في مخزون رأس المال واليد العاملة المتعلقين بتكنولوجيات المعلومات و ـ ـ ـ ـ ـ ـ ـ ـ ت ستساعد على زيادة وتيرة النمو الاقتصادي عن طريق المكاسب المتعلقة بزيادة الكفاءة الناجمة عن آثار ربط الشبكات وما يترتب على ذلك من آثار غير مباشرة .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 10 -",والاتصالات,الاتصالات,والإتصالات
"-( ج ) النظر حسب الاقتضاء ، في سبل تحسين قدرات الدول المهتمة ، وبخاصة دول المنطقة ، ضمانا لفعالية ت ـ ـ ـ ذ التدابير المفروضة بموجب الفقرة 20 من القرار 1493 وتقديم التوصيات بشأنها ؛-

- الحرف الأول [ ت ] - الحرف الأخير [ ذ ] - [ ت ـ ـ ـ ذ ] - عدد الحروف 5 -",تنفيذ,كتنفيذ,فتنفيذ
"-١٣ - وأردفت قائلة إن أوغندا تواصل ، ومن هذا المنظور بالتحديد ، منح أ ـ ـ ـ ة بالغة للتكامل الإقليمي بوصفه وسيلة لتعزيز مكافحة الجريمة .-

- الحرف الأول [ أ ] - الحرف الأخير [ ة ] - [ أ ـ ـ ـ ة ] - عدد الحروف 5 -",أهمية,كأهمية,وأهمية
"-( ب ) تقديم الدعم لتيمور - ليشتي في كافة جوانب الانتخابات الرئاسية و ـ ـ ـ ـ ـ ـ ـ ـ ـ ة في عام 2007 بوسائل شتى منها تقديم الدعم التقني واللوجستي ، وإسداء المشورة في مجال السياسة الانتخابية ، وكفالة التحقق من النتائج ؛-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 11 -",والبرلمانية,البرلمانية,والبرلماني
"-٣٦ - وقد نظرت وحدة التفتيش المشتركة في هذه الملاحظات ، ونفذت في الواقع عددا من التوصيات التي قدمتها اللجنة الاستشارية ، وذلك عن طريق برنامج ع ـ ـ ـ ا الحالي واسلوب برمجتها المحسن .-

- الحرف الأول [ ع ] - الحرف الأخير [ ا ] - [ ع ـ ـ ـ ا ] - عدد الحروف 5 -",عملها,وعملها,أعملها
"-وكما ورد بالتفصيل في عدة تقييمات لضرورة التآزر ( بما في ذلك تقرير وحدة التفتيش المشتركة المعنية بالإدارة البيئية السليمة ( ) وأعمال فريق إ ـ ـ ـ ة البيئة بشأن أوجه التآزر بين الاتفاقات البيئية المتعددة الأطراف ذات الصلة بالتنوع البيولوجي ) ثمة خيارات للعمل على أوجه التآزر بين اتفاقيات التنوع البيولوجي .-

- الحرف الأول [ إ ] - الحرف الأخير [ ة ] - [ إ ـ ـ ـ ة ] - عدد الحروف 5 -",إدارة,فإدارة,إلإدارة
"-وسوف تستخدم لتمويل عدد من المشاريع المشتركة ، منها برنامج إقليمي في بلدان غرب البلقان يهدف إلى ت ـ ـ ـ ن البيئة التنظيمية .-

- الحرف الأول [ ت ] - الحرف الأخير [ ن ] - [ ت ـ ـ ـ ن ] - عدد الحروف 5 -",تحسين,وتحسين,لتحسين
"-ولئن كانت هذه الأنشطة تفتح آفاقا واسعة أمام إمكانيات زيادة الإيرادات ، فقد لا ي ـ ـ ـ ى تحقيق هذه الإيرادات في أثناء فترة السنتين التي يجري فيها تحمل نفقات تطوير الإنتاج .-

- الحرف الأول [ ي ] - الحرف الأخير [ ى ] - [ ي ـ ـ ـ ى ] - عدد الحروف 5 -",يتسنى,ويتسنى,ليتسنى
"-٧٢ - وتتصدر البنية الأساسية أي قائمة للاحتياجات الإنمائية في افريقيا ، ولكنها تقوم بدور ح ـ ـ ـ  في كثير من صور التنمية .-

- الحرف الأول [ ح ] - [ ح ـ ـ ـ  ] - عدد الحروف 4 -",حاسم,وحاسم,حاسمه
"-وينبغي م ـ ـ ـ ـ ة الاعتبارات الجنسانية في جميع القضايا المتصلة بالمياه بما في ذلك زيادة مشاركة المرأة في جميع الجوانب المتعلقة بإدارة المياه وصنع القرار بشأنها .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",مراعاة,ومراعاة,المراعاة
"-وإذ يرحب بما طرأ من تحسن في الحالة الأمنية في العراق من خلال الجهود السياسية والأمنية المتضافرة ، وإذ يؤكد أن التحديات الأمنية في العراق لا تزال ماثلة وأن من الضروري الحفاظ على هذا التحسن عن طريق الحوار ا ـ ـ ـ ـ ـ ي الهادف والوحدة الوطنية ،-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ي ] - عدد الحروف 7 -",السياسي,والسياسي,بالسياسي
