QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-افتتاح معرض للصور بعنوان "" جمال الصحارى وتحدي التصحر "" بمناسبة السنة الدولية للصحارى والتصحر ، 2006 ( تنظمه أمانة اتفاقية الأمم المتحدة لمكافحة التصحر بدعم من وزارة البيئة الإيطالية والصندوق ا ـ ـ ـ ـ ي للتنمية الزراعية )-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",الدولي,كمالدولي,الدوليب
"-[ 9 مكرر - يطلب إلى فريق ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ا والتقييم الاقتصادي رصد التطورات في أسواق الكربون الطوعية وتقديم تقارير [ بصورة مرحلية ] إلى الفريق العامل المفتوح العضوية في اجتماعه الحادي والثلاثين وتقدير استقرار هذه الأسواق ، وإمكانية التنبؤ بها [ وسلامتها البيئية ] والقدرة على توفير تدفق مستدام للموارد على المشروعات الجديدة لتدمير المواد المستنفدة للأوزون ؛ ]-

- الحرف الأول [ ا ] - الحرف الأخير [ ا ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 11 -",التكنولوجيا,فالتكنولوجيا,كتكنولوجيا
"-٣٥ - ونظرا إلى أهمية الآثار الإنسانية المترتبة على عمليات تسريح العسكريين ، يجري حاليا بذل جهود متضافرة لتحديد العوامل التي ستحسن التخطيط و ـ ـ ـ ـ ـ ـ ق بوجه عام .-

- الحرف الأول [ و ] - الحرف الأخير [ ق ] - [ و ـ ـ ـ ـ ـ ـ ق ] - عدد الحروف 8 -",والتنسيق,وبالتنسيق,التنسيق
"-8 - يحظر الأمر المتعلق بالنقل العابر للبنود ذات الاستخدام المزدوج القادمة من بلدان خارج الجماعة الأوروبية المدرجة في المرفق الأول للائحة إذا كانت البنود مخصصة أو يمكن أن تخصص لاستخدامات لها علاقة بأسلحة ا ـ ـ ـ ـ ر الشامل أو الصواريخ القادرة على إيصال تلك الأسلحة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ر ] - عدد الحروف 6 -",الدمار,والدمار,بالدمار
"-8 - وتتراوح الفترة المتوخاة لتنفيذ ا ـ ـ ـ ق بون بين سنتين وثلاث سنوات ، ومن المنتظر أن تنتهي بإنشاء حكومة متكاملة يختارها مجمل الناخبون الأفغان بحرية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ق ] - [ ا ـ ـ ـ ق ] - عدد الحروف 5 -",اتفاق,كاتفاق,اتفاقة
"-وبناء عليه ، ستقترح بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو العمل على إدراج القدرة الذاتية لتلك الخدمات بصورة اعتيادية في الميزانية ا ـ ـ ـ ـ ـ ـ ة للفترة 2012 - 2013 ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المقترحة,والمقترحة,المقترح
"-رسالة مؤرخة 14 آب / أغسطس 2006 موجهة إلى الأمين العام من ا ـ ـ ـ ـ ـ ة الدائمة لفنلندا لدى الأمم المتحدة-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الممثلة,فالممثلة,والممثلة
"-وقد يرغب اجتماع الخبراء في أن يأذن للمقرر ، بأن يعد ، تحت إشراف الرئيس ، ا ـ ـ ـ ـ ـ ر النهائي بعد اختتام الاجتماع .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",التقرير,والتقرير,التقريري
"-٤٣١ - باشرت اللجنة نظرها في الفوائد العرضية ل ـ ـ ـ ـ ـ ـ ـ ـ ا الفضاء ، وفقا للفقرة ٨٣ من قرار الجمعية العامة ٨٤ / ٩٣ .-

- الحرف الأول [ ل ] - الحرف الأخير [ ا ] - [ ل ـ ـ ـ ـ ـ ـ ـ ـ ا ] - عدد الحروف 10 -",لتكنولوجيا,كتكنولوجيا,فالتكنولوجيا
"-الأنشطة الموازية - الاجتماع الرفيع المستوى ب ـ ـ ـ  استعراض منتصف المدة لتنفيذ برنامج العمل لصالح أقل البلدان نموا في العقد 2001 - 2010-

- الحرف الأول [ ب ] - [ ب ـ ـ ـ  ] - عدد الحروف 4 -",بشأن,وبشأن,بشأنه
