QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-( أ ) التوافر : يجب أن توفر الدولة الطرف القدر ا ـ ـ ـ ـ ي من المرافق العامة المعنية بالصحة العامة والرعاية الصحية وكذلك من السلع والخدمات والبرامج .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",الكافي,بالكافي,الكافيجي
"-( أ ) نشر المعلومات عن جميع أنشطة منظومة الأمم المتحدة ا ـ ـ ـ ـ ـ ـ ة بقضية فلسطين ، بما في ذلك التقارير ا ـ ـ ـ ـ ـ ـ ة بالأعمال التي تضطلع بها منظمات الأمم المتحدة ذات الصلة ؛-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المتعلقة,والمتعلقة,ومتعلقة
"-269 - أشاد الوزراء بإسهام بعثة الاتحاد الأفريقي في الصومال في تحقيق السلام والاستقرار الدائمين وعبروا عن امتنانهم للالتزام المتواصل الذي أبدته حكومتا أوغندا وبوروندي تجاه الصومال ، ودعوا أعضاء المجتمع الدولي إلى تقديم الموارد لها لكي ت ـ ـ ـ  بمهمتها على نحو أفضل .-

- الحرف الأول [ ت ] - [ ت ـ ـ ـ  ] - عدد الحروف 4 -",تقوم,وتقوم,ستقوم
"-وبالإضافة إلى ذلك شاركت اللجنة ، في عام ١٩٩٣ ، في تأسيس شبكة معاهد ا ـ ـ ـ ث والتدريب والإعلام في مجال المستوطنات البشرية بآسيا والمحيط الهادئ .-

- الحرف الأول [ ا ] - الحرف الأخير [ ث ] - [ ا ـ ـ ـ ث ] - عدد الحروف 5 -",البحث,البحثة,البحثى
"-وبغية مواجهة التحديات الخارجية والداخلية المستجدة ، لا بد للقاعدة الصناعية في سري لانكا من اعتماد استراتيجية مدمجة بشأن إعادة البناء ، وتنويع المنتجات بالابتعاد عن هيمنة قطاع الملابس والتحرك صوب مجالات ذات ق ـ ـ ـ  مضافة أعلى ، وتعزيز قدرات البلد التكنولوجية .-

- الحرف الأول [ ق ] - [ ق ـ ـ ـ  ] - عدد الحروف 4 -",قيمة,وقيمة,القيمة
"-٤٦٠ - إن التوصل إلى حل وسط ، وكذلك التسامح والمصالحة الوطنية ، هي ، برأيي ، العناصر ا ـ ـ ـ ـ ـ ـ ة لتحقيق تحول سلمي في أنغولا .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",الرئيسية,والرئيسية,الرئيسة
"-&apos; 2` لا ي ـ ـ ـ ي لأي شخص أن يحمل أية أسلحة إلا إذا كان بإذن من لجنة وقف إطلاق النار وبمرافقة اليوناميد ؛-

- الحرف الأول [ ي ] - الحرف الأخير [ ي ] - [ ي ـ ـ ـ ي ] - عدد الحروف 5 -",ينبغي,يجب,وينبغي
"-7 - وقد يود الفريق ا ـ ـ ـ ـ ل المفتوح العضوية أن ينشئ في إطار هذا البند من جدول الأعمال ، فريق اتصال للنظر في مشروع إطار العمل الاستراتيجي الجديد ، ونتائج فريق التنسيق ومشروع المقرر المقترح على النحو الوارد في الوثيقة UNEP / CHW / OEWG / 7 / 3 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ل ] - [ ا ـ ـ ـ ـ ل ] - عدد الحروف 6 -",العامل,فالعامل,كالعامل
"-( ب ) التدابير التي يعتزم الطرف تنفيذها بغية الوفاء ب ـ ـ ـ ـ ـ ـ ـ ت تحديد أو خفض الانبعاثات المحددة كميا في فترة الالتزام اللاحقة مع إيلاء الأولوية للسياسات والتدابير الوطنية ؛-

- الحرف الأول [ ب ] - الحرف الأخير [ ت ] - [ ب ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",بالتزامات,بالالتزامات,التزامات
"-31 - وفي 2 نيسان / أبريل 2006 ، قدمت حكومة اليمن ، تمشيا مع روح ومضمون التعاون القائم بينها وبين فريق الرصد ، معلومات مفصلة سلمت فيها بأنها قامت بشحن البزات المذكورة إلى ا ـ ـ ـ ـ ـ ة الاتحادية الانتقالية في الصومال .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",الحكومة,فالحكومة,والحكومة
