QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-سوف تؤدي البنية الأساسية والقدرات إلى تعزيز استدامة الجهود لكفالة إسهام البيئة وخدمات النظام الإيكولوجي في جهود تقليل وطأة الفقر ، وسوف تقوم علاوة على ذلك بتعزيز القدرات للتقييمات البيئية فيما بعد النزاعات ، وما بعد الكوارث وإسهاماتها في مجهودات ا ـ ـ ـ ـ ـ ة الإنسانية على نطاق أوسع .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",المعونة,والمعونة,لمعونة
"-كما إنها تحث اليونيدو على تقديم طلب رسمي إلى اليونديب في هذا الصدد ، وعلى مواصلة تقديم مساعدة مالية إلى مكاتب اليونيدو المصغرة ، مع قيام اليونديب بدور رئيسي من خلال تسهيلات التنسيق على الصعيد ا ـ ـ ـ ـ ـ ـ ي ضمن إطار الإصلاح في منظومة الأمم المتحدة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 8 -",الإقليمي,والإقليمي,الأقليمي
"-إننا لا نريد أن نرى بعض الشركات ا ـ ـ ـ ـ ـ ـ ة الجنسيات ، مثلما حدث في بوليفيا ، تستغل الماء عن طريقة الخصخصة لتحقيق الأرباح من بيعه .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 8 -",المتعددة,والمتعددة,المتعدده
"-* ملاحظة : حسب هذا التقرير ، ورد رد في عام 1995 لم ينشر . ويتضح من ملف المتابعة أن الدولة الطرف قد طعنت في آراء ا ـ ـ ـ ـ ة ، في ردها المؤرخ 30 حزيران / يونيه 1995 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-جدول توزيع ا ـ ـ ـ ب المئوية للوحدات السكنية بحسب طريقة التخفف في بنن-

- الحرف الأول [ ا ] - الحرف الأخير [ ب ] - [ ا ـ ـ ـ ب ] - عدد الحروف 5 -",النسب,والنسب,فالنسب
"-وأحاطوا علما بالتدابير الايجابية التي تواصل اتخاذها السلطات الفرنسية في الاقليم بالتعاون مع جميع قطاعات ا ـ ـ ـ ـ ن من أجل تعزيز التنمية الاجتماعية ، والسياسية والاقتصادية المنصفة والمساعدة في تحقيق تقدم سلمي صوب تقرير المصير .-

- الحرف الأول [ ا ] - الحرف الأخير [ ن ] - [ ا ـ ـ ـ ـ ن ] - عدد الحروف 6 -",السكان,عددالسكان,سكان
"-ويتضمن ت ـ ـ ـ ر الفريق الاستشاري المستقل المعني بتمويل الأمم المتحدة توصيات مهمة جدا في هذا الشأن وهي توصيات مستوحاة في الواقع من اقتراحات كانت الأمانة العامة تقدمت بها فيما مضى .-

- الحرف الأول [ ت ] - الحرف الأخير [ ر ] - [ ت ـ ـ ـ ر ] - عدد الحروف 5 -",تقرير,كتقرير,تقريرة
"-فينبغي ، على وجه الخصوص ، منح القوى النووية فرصة متكافئة للوصول إلى آليات التمويل الدولية التي تدعم التنمية الاجتماعية و ـ ـ ـ ـ ـ ـ ـ ـ ـ ة المستدامة .-

- الحرف الأول [ و ] - الحرف الأخير [ ة ] - [ و ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 11 -",والاقتصادية,والاجتماعية,والسياسية
"-98 - أشار السيد كوندييف في سياق استرعاء الانتباه إلى ورقة قاعة المؤتمر بشأن أسبست الكريسوتيل المقدمة من أوكرانيا ، إلى أن منظمة الصحة العالمية لم تتوصل إلى نتيجة بشأن ا ـ ـ ـ ـ ـ ر النسبية لأسبست الكريسوتيل وبدائله واقترح ضرورة مواصلة بحث هذه القضية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ر ] - [ ا ـ ـ ـ ـ ـ ر ] - عدد الحروف 7 -",المخاطر,المخاطره,والمخاطر
"-وأتوقع أن تنظر الجمعية العامة في الميزانية في أيار / مايو 2001 خلال ا ـ ـ ـ ء الثاني من دورتها الخامسة والخمسين المستأنفة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ء ] - [ ا ـ ـ ـ ء ] - عدد الحروف 5 -",الجزء,والجزء,بالجزء
"-١٣ - وقد أعدت الادارة أيضا ، للاصدار في أيلول / سبتمبر ١٩٩٣ ، كتيبا يتضمن لمحة عامة عن أنشطة ح ـ ـ  السلم التي تضطلع بها الأمم المتحدة إلى جانب معلومات موجزة عن العمليات السابقة والراهنة .-

- الحرف الأول [ ح ] - [ ح ـ ـ  ] - عدد الحروف 3 -",حفظ,إحفظ,وحفظ
"-177 - وثمة نظام هام من ن ـ ـ  آخر وهو ما يسمى بنظام "" اتحاد أرباب العمل في الأرياف "" المعروف سابقا "" باتحاد أرباب العمل "" أو "" سجل الموظفين المدار جماعيا بالنيابة عن أرباب العمل "" .-

- الحرف الأول [ ن ] - [ ن ـ ـ  ] - عدد الحروف 3 -",نوع,جنس,لنوع
"-44 - ويكون لهذا التعاون الدولي عادة بعدان لا غنى لأحدهما عن الآخر ، أولهما أنه يجب تصميم وتنفيذ التعاون الدولي على نطاق دولي في عملية متعددة الأطراف يمكن أن تشارك فيها كافة البلدان المتقدمة والوكالات المتعددة الأطراف و ـ ـ ـ ـ ـ ـ ـ ت الدولية بتوفير مرافق تسهل الاستعانة بها على كافة البلدان النامية المؤهلة .-

- الحرف الأول [ و ] - الحرف الأخير [ ت ] - [ و ـ ـ ـ ـ ـ ـ ـ ت ] - عدد الحروف 9 -",والمؤسسات,المؤسسات,فالمؤسسات
