QUESTION_TEXT,OPTION_1,OPTION_2,OPTION_3
"-3 - تعرب عن تقديرها للدول الأعضاء التي سددت اشتراكاتها المقررة بالكامل ، وتحث جميع الدول الأعضاء الأخرى على بذل كل جهد م ـ ـ ـ  لكفالة تسديد اشتراكاتها المقررة للبعثة بالكامل ؛-

- الحرف الأول [ م ] - [ م ـ ـ ـ  ] - عدد الحروف 4 -",ممكن,ممكنه,فممكن
"-في ح ـ ـ ـ ي الساعة التاسعة من صباح يوم ٤ تموز / يوليه ١٩٩٤ ، اغتال ارهابي مستشار السفارة التركية في أثينا ، عمر هالوك سيباهيوغلو ، أمام مقر سكنه وذلك بعد أن استقل سيارته مباشرة للتوجه إلى السفارة .-

- الحرف الأول [ ح ] - الحرف الأخير [ ي ] - [ ح ـ ـ ـ ي ] - عدد الحروف 5 -",حوالي,فحوالي,بحوالي
"-وإذ ي ـ ـ ـ  عن قلقه البالغ إزاء تدهور العلاقات بين جمهورية أرمينيا والجمهورية الأذربيجانية وإزاء التوتر القائم بينهما ،-

- الحرف الأول [ ي ] - [ ي ـ ـ ـ  ] - عدد الحروف 4 -",يعرب,ويعرب,فيعرب
"-102 - لا بد أن نبتعد عن النهج الانتقائي الحالي المتبع إزاء حماية المدنيين في النزاعات المسلحة وكرر مجلس الأمن في القرار 1894 ( 2009 ) رغبته في ا ـ ـ ـ ـ ي لحالات النزاع المسلح ، التي يستهدف فيها المدنيون أو يجري فيها تعمد عرقلة تقديم المساعدات الإنسانية ، وذلك من خلال عدة وسائل منها النظر في اتخاذ التدابير المناسبة المتاحة تحت تصرفه .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ي ] - عدد الحروف 6 -",التصدي,والتصدي,التصدى
"-( ج ) وفيما يتعلق بحقوق الإنسان ، يقيم مكتب تنسيق الشؤون الإنسانية اتصالات نشطة مع المفوضية السامية لحقوق الإنسان ويعقد اجتماعات منتظمة مع المكاتب المحلية التابعة لمنظمة الأمن و ـ ـ ـ ـ ـ ـ ن في أوروبا ومجلس أوروبا .-

- الحرف الأول [ و ] - الحرف الأخير [ ن ] - [ و ـ ـ ـ ـ ـ ـ ن ] - عدد الحروف 8 -",والتعاون,كالتعاون,فالتعاون
"-146 - أعرب متكلم من بلد متقدم عن أسفه لعدم تمكن الأطراف في هذه المرحلة من الاتفاق على دراسة جديدة لفريق التكنولوجيا والتقييم الاقتصادي عن مستقبل استخدام مركبات الكربون الهيدروكلورية فلورية وأعرب عن أمله في أن يتمكن ا ـ ـ ـ ـ ـ ـ ع المقبل للفريق العامل المفتوح باب العضوية من التصدي بشكل كاف لشواغل البلدان العاملة بموجب المادة 5 .-

- الحرف الأول [ ا ] - الحرف الأخير [ ع ] - [ ا ـ ـ ـ ـ ـ ـ ع ] - عدد الحروف 8 -",الاجتماع,اجتماع,الإجتماع
"-"" ويعرب المجلس عن قلقه من آثار الأزمة الاقتصادية العالمية على اقتصادات غرب أفريقيا ، نظرا لأن المنطقة تواجه أصلا تحديات في س ـ ـ ـ  تحقيق التنمية ، من قبيل تزايد انعدام الأمن الغذائي والتكيف مع تغير المناخ والتخفيف من حدته وبطالة الشباب .-

- الحرف الأول [ س ] - [ س ـ ـ ـ  ] - عدد الحروف 4 -",سبيل,المثال,فعلى
"-15 - وقال السيد هاري طومسون ، مقدما تقريره عن عمل الفريق العامل الثاني ، إن الفريق بنى مناقشته على أساس المبدأ 1 من جدول أعمال القرن 21 الذي ينص على أنه "" يقع البشر في صميم الإهتمامات المتعلقة بالتنمية ا ـ ـ ـ ـ ـ ـ ـ ة ، ويحق لهم أن يحيوا حياة صحية ومثمرة في وئام مع الطبيعة "" .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 9 -",المستدامة,والمستدامة,المستدام
"-64 - وقررت لجنة حقوق الإنسان ، في قرارها 1999 / 53 الذي اعتمدته في دورتها الخامسة والخمسين ، أن تقوم اللجنة الفرعية ، في ضوء المناقشات الجارية في لجنة حقوق الإنسان بشأن أساليب عملها ، بمواصلة استعراض مسألة إنشاء محفل للحقوق الاقتصادية والاجتماعية والثقافية يدعى المحفل ا ـ ـ ـ ـ ـ ـ ـ ي .-

- الحرف الأول [ ا ] - الحرف الأخير [ ي ] - [ ا ـ ـ ـ ـ ـ ـ ـ ي ] - عدد الحروف 9 -",الاجتماعي,الإجتماعي,الأجتماعي
"-٥١ - ولذلك فإن هذا التقرير عن هيكل الادارة العليا يشدد على آثار إ ـ ـ ـ ة تشكيل الأمانة العامة للأمم المتحدة .-

- الحرف الأول [ إ ] - الحرف الأخير [ ة ] - [ إ ـ ـ ـ ة ] - عدد الحروف 5 -",إعادة,إعاد,وإعادة
"-32 - ومن الملاحظ أن المجلس الوطني لحقوق الإنسان التابع ل ـ ـ ـ ـ ة العدل قام ، بالتنسيق مع وزارة الصحة ، بتنظيم دورات تدريبية في مجال حقوق الإنسان موجهة إلى موظفي مستشفى الولادة بليما ومعهد الأمومة والطفولة - بارتولومي هيريرا ( الأطباء والممرضون والموظفون المساعدون ) - بغرض توجيه انتباه العاملين في مجال علاج المرضى إلى منظور احترام حقوق الإنسان .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ة ] - عدد الحروف 6 -",لوزارة,ولوزارة,وزارة
"-وينبغي قياس عمل الأونكتاد على ضوء النتائج والتداعيات ومدى الاتساق . وينبغي تقييم أدوات ن ـ ـ ـ  الإدارة القائمة على أساس النتائج الجاري استخدامه لمعرفة مدى فعالية دورها في قياس الإنجازات المتوقعة بأنواعها .-

- الحرف الأول [ ن ] - [ ن ـ ـ ـ  ] - عدد الحروف 4 -",نظام,فنظام,إنظام
"-وتقوم ا ـ ـ ـ ـ ة ، في دورتها التي تعقد في النصف الأول من السنوات الوترية ، باستعراض وإقرار الصيغة المنقحة للبرنامج وميزانية الدعم لفترة السنتين الجارية والمخطط الأولي المقترح لميزانية الصندوق لفترة السنتين التالية .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ة ] - عدد الحروف 6 -",اللجنة,فاللجنة,عضواللجنة
"-وقد جمعت هذه المناسبة على صعيد واحد أكاديميين ، وباحثين ، ومسؤولين حكوميين ، وضباطا عسكريين وممثلين عن المجتمع المدني من أفريقيا وأمريكا اللاتينية وأوروبا لمناقشة سبل الحصول على معلومات م ـ ـ ـ ـ ة وإدارتها ، والحاجة إلى نظم قانونية لإنفاذ القانون والتحديات التي تواجهها عملية تنفيذ وإعمال الصكوك القانونية والسياسية الراهنة .-

- الحرف الأول [ م ] - الحرف الأخير [ ة ] - [ م ـ ـ ـ ـ ة ] - عدد الحروف 6 -",موثوقة,وموثوقة,الموثوقة
"-67 - ويوصي الفريق بشدة بأن تتخذ في أسرع و ـ ـ  ممكن إجراءات إنسانية مناسبة في منطقة شركة باتو لنخيل الزيت لتفادي أزمة صحية عامة محتملة .-

- الحرف الأول [ و ] - [ و ـ ـ  ] - عدد الحروف 3 -",وقت,لاحق,مبكر
"-وستخصص الوظيفتان من الرتبة ف - ٥ لشعبة الأمريكتين وشعبة غرب أسيا على التوالي ، حيث سيقوم شاغلاها بمساعدة الأمين العام في الجهود التي يبذلها في مجالي ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة الوقائية وصنع السلم ، بالنسبة لبلد أو أكثر ضمن نطاق مسؤولية الشعبة .-

- الحرف الأول [ ا ] - الحرف الأخير [ ة ] - [ ا ـ ـ ـ ـ ـ ـ ـ ـ ـ ة ] - عدد الحروف 11 -",الدبلوماسية,والدبلوماسية,بالدبلوماسية
"-وستنظر الجماهيرية العربية الليبية في إيجاد طرق لتعديل المعاهدة بغية أن تتيح نظاما للتحقق في الدول الحائزة ل ـ ـ ـ ـ ـ ة النووية .-

- الحرف الأول [ ل ] - الحرف الأخير [ ة ] - [ ل ـ ـ ـ ـ ـ ة ] - عدد الحروف 7 -",للأسلحة,لأسلحة,وللأسلحة
